SITE_ID,VISIT_NO,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,RPGT50,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SA,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,PCT_FAST,PCT_POOL,PCT_SLOW,RpRat,RPMXDEP_CM,RPXDEP_CM,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_BIG,XFC_NAT,XFC_UCB,V1W_MSQ,XCDENBK,XCDENMID,XCL,XGB,XGW,XMW,XC,XCS,XCM,XCMGW,XPCAN,XPCM,XPCMG,QR1,QRVeg1,RDIST1,W1_HALL,W1H_WALL,W1H_LOG,W1_HNOAG,W1_HAG
NRS18_WI_10019,1,WADEABLE,23.18,7.015682289,4.466666667,1.01875,7.307658407,0,5.181818182,0.313636364,1.115,1.652133698,0.3125,200,-0.493007799,94.90909091,8.571428571,80,88.57142857,91.42857143,1.02326091,0.995697918,-1.488705717,-1.516268709,2,0,98,0.31525705,35.66,8.511272733,0,0,0,0.018181818,0.086363636,0.045454545,0.102272727,0.265909091,0.031818182,0.004905614,97.86096257,94.11764706,0.239772727,0.065909091,0.248863636,0.278409091,0.593181818,0.370238095,0.939772727,1.120454545,1,1,1,0.695000048,0.604204545,0.433483203,0.765172727,0,0,0.25,0.515172727
NRS18_NC_10014,1,WADEABLE,54.11515152,19.93997274,8.533333333,4.76845,23.34620566,3,9.427272727,0.240909091,0.433636364,1.040605156,0.042091667,240,1.374166081,56.21666667,7.826086957,33.91304348,41.73913043,44.34782609,0.175484066,0.198810926,1.175355155,1.198682016,55.75757576,16.96969697,44.24242424,0.431417173,87.33942531,24.84703317,22.60869565,0,0,0,0.004166667,0,0.066666667,0.079166667,0,2.08615e-4,99.48849105,91.54411765,0.171875,0.21875,0.10625,0.398958333,0.478125,0.30625,1.013541667,0.983333333,1,1,0.958333333,0.621445564,0.5425,0.555559671,1.250020833,0,0,1.250020833,0
NRS18_OK_10023,1,WADEABLE,53.18,31.31926828,12.42380952,7.36215,30.77161185,6,17.39090909,0.3,3.772727273,1.017133116,0.221666667,600,1.215443555,56.09090909,9.523809524,23.80952381,33.33333333,38.0952381,0.840521088,0.8904495,0.324994054,0.374922467,11,62,89,0.578631287,168.7375,36.26654254,3.80952381,0.065909091,0.218181818,0.061363636,0.084090909,0.018181818,0.238636364,0.404545455,0.004545455,0.006166536,67.9144385,39.83957219,0.488636364,0.122727273,0.025,0.369318182,0.772727273,0.284090909,1.573863636,1.167045455,0.954545455,0.954545455,0.863636364,0.76325471,0.625170455,0,0,0,0,0,0
NRS18_OK_10029,1,BOATABLE,136.8,43.29555463,115.1818182,148.355,28.29049928,5,198,0.704545455,8,NA,0.017119067,4186.600717,-0.460409377,NA,0,100,100,NA,0.557235203,0.302928374,-0.763337751,-1.01764458,0,0,100,0.206801895,110.8024423,40.7652396,NA,0,0,0.072727273,0.077272727,0,0.072727273,0.154545455,0,0.038319545000000003,0.802139037,NA,0.015909091,0.581818182,0.034090909,0.082954545,0.123863636,0.107954545,0.336363636,0.240909091,0.272727273,0.272727273,0.272727273,0.251236927,0.208409091,0.290322581,0.409090909,0,0,0,0.409090909
NRS18_OK_10018,1,WADEABLE,26.35333333,22.57192432,2.714285714,1.047309524,17.72717907,2,4.068181818,0.2,1.522727273,1.032345382,1.243333333,150,1.608504304,48.63636364,0,26.66666667,26.66666667,28.57142857,1.238310232,1.386752665,0.221751639,0.370194072,0,78.52348993,99.32885906,0.672673124,76.39916667,22.01124735,2.857142857,0.045454545,0.375,0,0.004545455,0.111363636,0.390909091,0.659090909,0.004545455,9.5e-5,66.84491979,42.37967914,0.217045455,0.146590909,0.027272727,0.203409091,0.309090909,0.092045455,0.761363636,0.539772727,0.727272727,0.727272727,0.681818182,0.509572692,0.342897727,0.450001375,0.818186364,0,0.068181818,0.068181818,0.750004545
NRS18_OK_10022,2,BOATABLE,73.6,25.68338692,32.00909091,24.846,24.03346165,2,43.19090909,0.4,3.227272727,NA,0.05253646,1241.889945,2.63304937,NA,0,5,5,NA,0.70649284,0.504834103,2.128215268,1.92655653,0.877192982,82.45614035,99.12280702,0.326541599,131.87865,31.0680718,NA,0.031818182,0.077272727,0.05,0.005,0.022727273,0.129545455,0.175454545,0,0.003556818,27.27272727,NA,0.322727273,0.193181818,0.029545455,0.346590909,0.434090909,0.111363636,0.988636364,0.810227273,0.772727273,0.772727273,0.681818182,0.470814424,0.464602273,0.349754976,0.537881818,0,0,0.204545455,0.333336364
NRS18_DE_10002,1,BOATABLE,146.1764706,35.40554629,48.25454545,70.042,18.59059169,1,49.73636364,0.481818182,1.381818182,NA,0.169860035,1951.543815,-0.460409377,NA,0,95.3271028,95.3271028,NA,1.713990809,1.306387222,-1.766796599,-2.174400186,0,0,100,0.127179098,110.4681728,30.289166,NA,0,0.004545455,0.052272727,0.027272727,0.361363636,0.052272727,0.445454545,0,0.008725909,33.15508021,NA,0.034090909,0.040909091,0.468181818,0.423809524,0.177272727,0.143181818,0.629545455,1.05,0.863636364,0.863636364,0.863636364,0.563791169,0.5725,0.214285715,0.272727273,0.068181818,0,0.272727273,0
NRS18_OK_10003,1,WADEABLE,22.65,19.84657058,5.495238095,1.57255,12.45488586,1,12.25454545,0.245454545,3.736363636,1.081556016,0.083333333,240,-0.251105794,94.54545455,0.952380952,93.33333333,94.28571429,94.28571429,0.174648456,0.292891065,-0.543996859,-0.42575425,0,25,100,0.549884585,93.81657058,14.01174659,0,0,0,0.022727273,0.054545455,0.045454545,0.022727273,0.136363636,0,0.001772812,92.51336898,74.19786096,0.506818182,0.027272727,0.104545455,0.302272727,0.939772727,0.432954545,1.826136364,1.346590909,1,1,1,0.731537376,0.705965909,0.405405406,0.681818182,0,0,0.681818182,0
NRS18_OK_10830,1,WADEABLE,72.82,69.38581638,17.56666667,14.7661,45.74656917,3,24.21818182,0.436363636,1,1.177759425,0.23984375,640,2.697266699,16.36363636,0,6.666666667,6.666666667,7.619047619,1.236142204,1.064905133,1.632361566,1.461124495,8,57,92,0.628214353,282.6965,49.76824558,46.66666667,0,0.086363636,0.022727273,0,0.040909091,0.127272727,0.168181818,0,1.57423e-4,75.93582888,21.79144385,0.403409091,0,0.068181818,0.753409091,0.75,0.346590909,1.572727273,1.571590909,0.909090909,0.909090909,0.909090909,0.82253831,0.807215909,0.12,0.136363636,0,0,0.136363636,0
NRS18_OK_10034,1,BOATABLE,122.2,67.83566,30.10909091,44.672,81.5373635,2,38.81818182,0.7,2.818181818,NA,0.05312593,978.5110114,3.142996978,NA,0,3,3,NA,0.950012605,0.594358722,2.548638256,2.192984374,7.920792079,82.17821782,92.07920792,0.667245201,212.2711017,82.5315079,NA,0,0.077272727,0.031818182,0.068181818,0.018181818,0.068181818,0.172727273,0,0.013390455,50.26737968,NA,0.123863636,0.00952381,0.05952381,0.453409091,0.485227273,0.361363636,1.495454545,0.995454545,0.954545455,0.954545455,0.952380952,0.539111156,0.547954545,0.482355377,0.931827273,0,0,0.189395455,0.742431818
NRS18_DE_10002,2,BOATABLE,147.9207921,34.06807396,47.18181818,67.34,29.49214678,2,48.90909091,0.786363636,0.895454545,NA,0.169860035,1989.485402,-0.223268501,NA,1.960784314,79.41176471,81.37254902,NA,1.729920073,1.360181484,-1.583449985,-1.953188574,0,0,100,0.199377967,122.7595433,39.4554598,NA,0,0.036363636,0.045454545,0.059090909,0.104545455,0.054545455,0.231818182,0.004545455,4.75909e-4,49.59893048,NA,0.245454545,0.3,0.1125,0.252272727,0.403409091,0.157954545,0.777272727,0.768181818,0.954545455,0.954545455,0.954545455,0.574391344,0.445681818,0.221791981,0.285003463,0,0,0.285003463,0
NRS18_OK_11422,1,WADEABLE,34.03333333,16.13592293,2.830952381,0.827642857,14.8943469,2,3.422727273,0.47,1.695454545,1.522469096,0.28,150,-0.460409377,100,0,100,100,100,NA,NA,NA,NA,0,11.33333333,100,0.437639968,87.91,16.31807124,0,0,0.05,0.111363636,0.170454545,0.090909091,0.134090909,0.454545455,0,NA,97.59358289,96.65775401,0.631818182,0.269318182,0.096590909,0.220454545,1.090909091,0.459090909,1.961363636,1.407954545,1,1,1,0.684024185,0.733579545,0.55406008,1.242454545,0,0,0.424245455,0.818209091
NRS18_OK_10340,1,BOATABLE,355.9,138.6594914,71.45454545,255.07,179.8649102,3,77.09090909,1.063636364,3.590909091,NA,0.022268541,2847.416128,-0.187103353,NA,54,18,72,NA,1.064208098,0.629932633,-0.817035986,-1.251311451,4,0,96,0.505380473,522.3071167,207.8550226,NA,0,0,0.190909091,0.088636364,0,0.243181818,0.340909091,0,0.013951364,25,NA,0.356818182,0.401136364,0.072727273,0.218181818,0.432954545,0.076136364,0.872727273,0.723863636,0.909090909,0.909090909,0.909090909,0.40745396,0.425738636,0.511112198,1.045459091,0.204545455,0,0.613636364,0.431822727
NRS18_KS_10098,1,WADEABLE,38.36,17.17204682,6.116666667,2.450326087,21.03579765,0,10.07727273,0.672727273,2.418181818,1.027049701,0.19375,240,-2.110924375,100,100,0,100,100,0.773844975,1.047581881,-3.158506256,-2.88476935,0,24.52830189,94.33962264,0.548378458,46.532,23.93728698,0,0.152272727,0.363636364,0.027272727,0.045454545,0.045454545,0.027272727,0.122727273,0,0.002626372,71.92513369,40.24064171,0.063636364,0.222727273,0.110227273,0.186363636,0.197727273,0.134090909,0.505681818,0.494318182,0.863636364,0.863636364,0.863636364,0.502955887,0.322443182,0.472009293,0.893972727,0,0,0.318190909,0.575781818
NRS18_KS_10086,1,WADEABLE,41.09,9.813508521,6.352380952,1.681419355,8.305326618,0,9.872727273,0.268181818,0.55,1.057774812,0.16875,240,-1.0689970580000001,99.09090909,43.80952381,46.66666667,90.47619048,92.38095238,0.76142159,0.837782378,-1.906779435,-1.830418648,0,0,100,0.202125252,36.5505,9.906353436,0,0.272727273,0.254545455,0,0.077272727,0.05,0.009090909,0.159090909,0.009090909,2.87408e-4,29.94652406,17.37967914,0.034090909,0.051136364,0.065909091,0.234090909,0.056818182,0.022727273,0.331818182,0.356818182,0.409090909,0.409090909,0.409090909,0.320791552,0.260568182,0.657144638,1.916681818,0,0,0.416681818,1.5
NRS18_OH_10050,1,BOATABLE,78.66666667,30.29084043,40.81818182,30.97,26.45620815,3,43.63636364,0.668181818,2.177272727,NA,0.085569551,1447.680582,1.112595863,NA,0,13.33333333,13.33333333,NA,0.959153414,0.841781828,0.270814036,0.153442449,0,5.833333333,100,0.336307731,124.8896184,31.6509207,NA,0,0,0.013636364,0.015,0.2,0.135227273,0.262727273,0.009090909,0.00257,87.70053476,NA,0.417045455,0.127272727,0.018181818,0.1,0.488636364,0.071590909,0.660227273,0.606818182,1,0.909090909,0.863636364,0.581256228,0.373068182,0.40807865,0.689413636,0,0,0.689413636,0
NRS18_KS_10103,1,WADEABLE,34.98,18.39739771,5.161904762,1.624130435,17.68583344,1,8.481818182,1.418181818,2.845454545,1.035191925,0.18125,240,-1.318150297,90,76.19047619,2.857142857,79.04761905,79.04761905,1.467785773,1.288880526,-2.607030823,-2.785936071,13,0,87,0.50559844,88.22714771,19.45441679,0,0,0,0.165909091,0.136363636,0.018181818,0.218181818,0.320454545,0,0.012345034,98.93048128,94.78609626,0.1625,0.036363636,0.201136364,0.486363636,0.298863636,0.142857143,0.839772727,0.986363636,1,1,1,0.649908269,0.543863636,0.490356148,0.962154545,0.136363636,0,0.628804545,0.33335
NRS18_OH_10023,1,WADEABLE,9.583333333,5.600609112,3.320434783,0.331795455,4.367564749,0,4.825,0.153636364,0.294090909,1.015053269,1.21,200,1.305313333,48.72727273,0,31.42857143,31.42857143,42.85714286,1.024051509,1.228153004,0.077160329,0.281261823,35.45454545,12.72727273,62.72727273,0.455745887,16.85454545,5.877340218,5.714285714,0.031818182,0,0.004545455,0.040909091,0.025,0.340909091,0.447727273,0.086363636,8.8601e-4,94.38502674,90.37433155,0.090909091,0.370454545,0.192045455,0.494318182,0.5375,0.446590909,1.085227273,1.223863636,1,1,1,0.694307704,0.650738636,0.458285713,0.845991558,0,0,0.845991558,0
NRS18_KY_10006,1,WADEABLE,33.14130435,15.80553632,8.911764706,3.081470588,NA,NA,7.621,0.247222222,0.517777778,1.5133489470000001,0.460336538,520,1.158294988,60.55555556,4.210526316,28.42105263,32.63157895,46.31578947,NA,NA,NA,NA,15.25423729,56.77966102,62.71186441,NA,NA,NA,2.105263158,0.011111111,0,0.011111111,0.061111111,0.038888889,0.654166667,0.854166667,0.0375,1.60992e-4,90.58823529,77.94117647,0.283333333,0.1625,0.198611111,0.433333333,0.730555556,0.447222222,1.441666667,1.3625,1,1,1,0.837509254,0.713125,0.1,0.111111111,0,0,0.111111111,0
NRS18_TX_10016,1,WADEABLE,37.34,7.676831207,4.30952381,1.61525,14.389125,0,5.490909091,0.653636364,2.122727273,1.001744273,0.04375,160,-1.059934751,84.36363636,62.85714286,7.619047619,70.47619048,94.28571429,0.370666461,0.422700699,-1.48263545,-1.430601212,0,8.910891089,99.00990099,0.385354178,43.067,14.98867188,0,0.045454545,0.177272727,0,0.004545455,0.081818182,0.115909091,0.156818182,0.013636364,0,49.46524064,6.016042781,0.028571429,0.047727273,0.004545455,0.082954545,0.043181818,0.015909091,0.130681818,0.130681818,0.272727273,0.272727273,0.272727273,0.238349334,0.158806818,0.843603489,5.394004545,1.272727273,0,5.394004545,0
NRS18_OH_10014,1,WADEABLE,30.03636364,3.339854616,3.161904762,0.9364,4.767463539,0,3.742727273,0.393636364,1.917727273,1.016229341,2.33333e-4,150,-2.110924375,100,100,0,100,100,-2.531634695,-1.985881443,-0.125042931,0.42071032,0,0,96.49122807,0.15872306,14.18142045,5.249025513,0,0.554545455,0.272727273,0,0,0,0,0,0,0,5.080213904,0.13368984,0.020454545,0.105681818,0.077272727,0.054545455,0.027272727,0.006818182,0.490909091,0.159090909,0.227272727,0.227272727,0.227272727,0.241615207,0.171590909,0.435903222,0.772745455,0,0,0.166668182,0.606077273
NRS18_KS_10100,1,WADEABLE,16.58,7.044699088,2.830952381,0.295039474,8.514617667,0,3.454545455,0.259090909,0.681818182,1.143740122,0.533333333,150,-0.995340335,88.72727273,60,15.23809524,75.23809524,75.23809524,0.879141869,1.092982705,-2.088323039,-1.874482203,0,0,100,0.513547507,34.73333333,9.83471343,0,0.068181818,0.681818182,0.004545455,0.004545455,0.186363636,0.136363636,0.204545455,0,3.35789e-4,63.10160428,56.14973262,0.078409091,0.056818182,0.075,0.128409091,0.160227273,0.081818182,0.398863636,0.363636364,0.590909091,0.545454545,0.545454545,0.394154283,0.263636364,0.652245624,1.875592857,0.068181818,0.060609091,0.898306494,0.977286364
NRS18_MI_10033,1,WADEABLE,21.44545455,4.588750432,2.897619048,0.649575,4.751463736,0,5.718181818,1.070909091,1.736363636,1.001682194,0.133333333,150,-1.604691965,96.63636364,71.42857143,25.71428571,97.14285714,100,1.274236189,1.05320207,-2.657894035,-2.878928154,0,0,100,0.221560412,19.37272727,5.509676034,0,0.013636364,0.152272727,0,0.040909091,0.140909091,0,0.195454545,0,1.35241e-4,91.44385027,79.01069519,0.097727273,0.05,0.134090909,0.392045455,0.270454545,0.172727273,0.719318182,0.796590909,0.863636364,0.863636364,0.863636364,0.554850026,0.458465909,0.59633546,1.477304545,0,0,1.477304545,0
NRS18_PA_10004,1,WADEABLE,19.34545455,7.732258608,7.033333333,1.39405,4.099107072,0,10.25454545,0.445454545,1.086363636,1.727189871,2.132142857,280,1.897969873,21.74545455,7.619047619,4.761904762,12.38095238,21.9047619,2.137787682,1.939639208,-0.041669334,-0.239817808,58.55855856,0,40.54054054,0.211889933,27.67545455,6.981291731,17.14285714,0,0.009090909,0.027272727,0.090909091,0.004545455,0.238636364,0.334090909,0.009090909,0.001037171,91.17647059,81.95187166,0.278571429,0.509090909,0.095454545,0.3625,0.772727273,0.506818182,1.236363636,1.230681818,1,1,1,0.767108686,0.653806818,0.250009375,0.33335,0,0,0.33335,0
NRS18_IL_10363,1,WADEABLE,16.26,6.474969876,0.869047619,0.1549,7.051072006,0,1.327272727,0.370909091,1.187272727,1,0.62,150,-1.756395882,99.09090909,87.61904762,0,87.61904762,100,1.037137335,1.293661724,-3.050057606,-2.793533217,3.333333333,0,96.66666667,0.433645265,26.01496988,8.541542511,0,0.009090909,0.320454545,0,0,0.170454545,0.081818182,0.252272727,0.081818182,0,95.45454545,63.5026738,0,0.082954545,0.015909091,0.009090909,0,0,0.204545455,0.025,0,0,0,0.356060561,0.11125,0.576930399,1.363677273,0,0,0.909131818,0.454545455
NRS18_GA_10003,1,WADEABLE,18.71333333,18.37175271,2.2495,0.5265,15.47367384,3,3.518181818,0.459090909,1.474545455,1.017802124,0.010733333,150,0.670457377,62.72727273,0,31.42857143,31.42857143,70.47619048,-0.398464066,-0.477282441,1.147739817,1.068921443,8,31.33333333,92,0.826879614,79.2639,17.20580151,0,0,0.004545455,0.045454545,0.065,0.018181818,0.086363636,0.346818182,0.040909091,0.019142463,96.79144385,96.12299465,0.530681818,0.059090909,0.136363636,0.183333333,0.775,0.244318182,0.95,1.086363636,1,1,1,0.695884036,0.588863636,0.410720073,0.696986364,0,0,0,0.696986364
NRS18_OH_10029,1,WADEABLE,69.07272727,16.59043003,9.225,5.967238095,22.43206364,2,11.41818182,0.559090909,1.781818182,1.060683534,0.041947716,400,-0.275953051,86.54545455,16.19047619,60,76.19047619,93.33333333,0.62639593,0.466930518,-0.742883569,-0.902348982,0,0,99.0990991,0.324760069,64.67071522,24.20886076,0,0,0,0.040909091,0.243181818,0.027272727,0.068636364,0.384090909,0,0.00282926,82.62032086,61.76470588,0.221590909,0.203409091,0.161363636,0.277272727,0.397727273,0.176136364,0.806818182,0.836363636,1,1,1,0.716845116,0.476363636,0.083337153,0.090913636,0,0,0.090913636,0
NRS18_KS_10043,1,WADEABLE,18.34,16.60486724,5.019047619,1.1363,12.3778504,1,9.990909091,1.268181818,2.9,1.2543136,0.126666667,150,-0.799092211,95,32.38095238,56.19047619,88.57142857,98.0952381,1.320752753,1.060053452,-1.859145663,-2.119844963,0,6,100,0.674910055,79.80986724,14.08514011,0,0,0,0.018181818,0.072727273,0.004545455,0.022727273,0.122727273,0.004545455,0.002187322,98.93048128,93.04812834,0.417045455,0.194318182,0.131818182,0.215909091,0.653409091,0.236363636,0.953409091,1.001136364,1,1,1,0.659405611,0.550511364,0.474113223,0.90155,0,0,0.23485,0.6667
NRS18_WV_10010,1,WADEABLE,30.22,13.2501801,7.504761905,2.279333333,8.662206261,1,12.84545455,1.002727273,1.826363636,1.100843378,0.767857143,280,1.465393358,40.49090909,0,18.0952381,18.0952381,28.57142857,2.076673744,1.805555222,-0.340161865,-0.611280386,22.77227723,4.95049505,76.23762376,0.286638195,64.29454545,11.70568414,0,0,0,0.009090909,0.045454545,0.063636364,0.095454545,0.222727273,0,0.001641492,95.45454545,89.70588235,0.336363636,0.2875,0.113636364,0.653409091,0.961363636,0.625,1.685227273,1.728409091,1,1,1,0.610659316,0.877784091,0.729511079,2.697009091,0.098486364,0,2.697009091,0
