"SITE_ID","VISIT_NO","PROTOCOL","XDEPTH_CM","SDDEPTH_CM","XWIDTH","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","XSLOPE","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDCBF_G08","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG"
"FW08NV006",1,"WADEABLE",24.75,6.275453221,3.752631579,0.892631579,4.473494004,4.954545455,2.136363636,1.263636364,1.157084433,2.12,148.5,1.342099435,59.63636364,17.14285714,20,20,"2.841753287",2.526278156,-1.184178721,-1.499653852,69,31,0.180747233,0,0.054545455,0.063636364,0.009090909,0.486363636,0.012861706,75.40106952,80.21390374,0.081818182,0.0475,0.166666667,0.264772727,0.618181818,0.553668955,0.378181818,0.423591861,0.734881818,0,0.068181818,0.6667
"FW08NV008",1,"WADEABLE",32.74666667,16.18441817,7.216666667,2.684555556,11.38813411,9.281818182,0.445454545,1.718181818,1.143671006,2.494919,223.5,1.097667815,51.09090909,14.28571429,17.14285714,27.61904762,"2.032997022",2.043705836,-0.946038021,-0.935329206,65.33333333,34.66666667,0.347764682,2.857142857,0.05,0.140909091,0.068181818,0.890909091,0.005979311,71.12299465,36.89839572,0.043181818,0.092857143,0.376190476,0.215909091,0.993181818,0.519093451,0.546931818,0.654451528,1.89395,0,0.803040909,1.090909091
"FW08NV009",1,"WADEABLE",5.113333333,1.388044188,0.489666667,0.024973333,0.116761745,0.988181818,0.23,0.798181818,1.013130152,8.83,149,-0.119244491,72.63636364,29.52380952,51.42857143,73.33333333,"2.680034731",2.22630498,-2.345549471,-2.799279221,94.66666667,5.333333333,0.022834761,0,0,0.190909091,0,0.411363636,0.000787834,NA,15.98793363,0,0.189772727,0.143181818,0,0.335227273,NA,0.250852273,0.6,1.5,0,0,1.5
"FW08NV010",1,"WADEABLE",25.34677419,6.159194799,2.268421053,0.542263158,4.179918699,3.272727273,0.3,0.354545455,1.246946352,1.922222222,223.5,-2.034912239,94.82758621,83.80952381,85.71428571,85.71428571,"1.686236501",1.828482893,-3.863395132,-3.72114874,91.12903226,8.870967742,0.164909296,0,0.020833333,0.233333333,0,1.570833333,0,83.15508021,82.9787234,0,0,0.447916667,0.004166667,1.016666667,0.587427785,0.5575,0.571431633,1.33335,0,0.33335,1
"FW08NV011",1,"WADEABLE",26.25,14.35859296,1.544444444,0.530944444,7.62514131,9.781818182,0.7,1.527272727,2.019975,3.842998,NA,-0.111409539,80.18181818,44.76190476,59.04761905,63.80952381,"",2.367916286,-2.479325824,NA,6,94,NA,0,0.711363636,0.486363636,0,0.445454545,NA,2.406417112,0.802139037,0,0.081818182,0.05,0.004545455,0.102272727,0.192839269,0.146022727,0.596330275,1.477272727,0,0,1.477272727
"FW08NV012",1,"WADEABLE",12.35,3.435921355,1.092857143,0.131,2.956516739,1.6,0.254545455,0.272727273,1.027514886,0.683758775,148.5,-0.448367002,73.09090909,45.71428571,54.28571429,73.33333333,"1.279540894",1.2127717,-1.661138702,-1.727907896,4,96,0.239394068,0,0.004545455,0.181818182,0,0.072727273,0,0,6.818181818,0,0.045454545,0.036363636,0.004545455,0.090909091,0.241534777,0.140909091,0,0,0,0,0
"FW08NV014",1,"WADEABLE",13.53061224,7.373963784,1.25,0.16325,3.791321468,2.836363636,0.454545455,1.027272727,1.263112007,2.186532507,148.5,-1.127761488,93.07692308,57.42574257,79.20792079,97.02970297,"2.036760002",1.906142223,-3.033903711,-3.16452149,0,100,0.280203246,0,0.022727273,0.377272727,0,0.920454545,0.007022792,58.02139037,57.21925134,0,0.032954545,0.148863636,0.015909091,0.309090909,0.427121401,0.239090909,0.476199206,0.909122727,0.068181818,0.500018182,0.409104545
"FW08NV015",1,"WADEABLE",4.83,2.188376087,0.95,0.0454,0.685168037,2.672727273,0.390909091,1.054545455,1.98554,4.915478,NA,0.324243487,69.36363636,36.19047619,40.95238095,48.57142857,"",2.163099235,-1.838855748,NA,0,100,NA,0,0.497727273,0.511363636,0,0.204545455,NA,0,0,0,0.243181818,0.040909091,0,0.077272727,0.175342557,0.134772727,0.6,1.5,0,0,1.5
"FW08NV019",1,"WADEABLE",73.69,22.31170142,24.93684211,16.85152632,21.80888592,28.6,0.672727273,1.545454545,1.737094941,0.109817464,594,-0.021108571,78.36363636,20.95238095,61.9047619,71.42857143,"1.181005553",0.952470028,-0.973578599,-1.202114124,6,94,0.295954484,0,0.225,0.036363636,0,0.134545455,0,4.812834225,0.267379679,0,0.302272727,0.168181818,0,0.417045455,0.259616073,0.287670455,0.575569798,1.3561,0,0.52275,0.83335
"FW08NV019",2,"WADEABLE",56.32,20.34643393,25.095,12.44685,20.96395056,28.8,0.627272727,1.363636364,1.892582794,0.052998702,594,-0.259651613,81.18181818,29.52380952,62.85714286,75.23809524,"0.714338267",0.551514939,-0.811166553,-0.973989881,4,96,0.372229236,0,0.140909091,0.059090909,0,0.136363636,4.06846e-05,3.20855615,0,0,0.361363636,0.159090909,0,0.380681818,0.226346383,0.271306818,0.668346542,2.015195455,0,1.075795455,0.9394
"FW08NV022",1,"WADEABLE",71.28,23.63402786,11.3,8.4265,24.97082848,14.93636364,1.109090909,2.436363636,1.046833377,0.142995,594,-1.233927341,87.77777778,71.15384615,79.80769231,84.61538462,"1.322175305",1.187514416,-2.421441756,-2.556102646,13,87,0.350320265,0,0.427272727,0.331818182,0,0.15,0,22.72727273,0.401069519,0,0.260227273,0.275,0,0.438636364,0.358252606,0.297386364,0.492314331,0.969722727,0,0.484859091,0.484863636
"FW08NV026",1,"WADEABLE",41.2,8.209381182,4.03,1.67695,4.996910256,6.272727273,1.090909091,2.409090909,2.101702,1,NA,-0.133462984,69.45454545,41.9047619,49.52380952,58.0952381,"",1.997938248,-2.131401233,NA,0,100,NA,0,0.05,0.068181818,0,0.313636364,NA,50,8.155080214,0,0.115909091,0.181818182,0.009090909,0.626136364,0.528269677,0.381761364,0.297878316,0.424254545,0,0.098486364,0.325768182
"FW08NV028",1,"WADEABLE",25.70588235,9.361162991,1.765789474,0.460157895,7.055753214,2.25,0.321,2.365,1.367382469,3.5,223.5,0.314667499,74.9,29.47368421,43.15789474,52.63157895,"2.042422369",2.085195768,-1.770528269,-1.72775487,75.55555556,24.44444444,0.274480102,1.052631579,0.225,0.511363636,0,1.397727273,0,70,52.20588235,0,0.084090909,0.417857143,0,1.007954545,0.739323138,0.553579545,0,0,0,0,0
"FW08NV029",1,"WADEABLE",27.85416667,7.84451423,4.05,1.07955,3.549835837,5.809090909,0.362727273,1.104545455,1.123377462,3.188888889,237.6,1.00755545,53.7962963,15.23809524,20,24.76190476,"2.266021654",2.121276468,-1.113721018,-1.258466204,97.91666667,2.083333333,0.12744362,0,0,0.338636364,0.009090909,1.020454545,0.00025213,56.98529412,27.94117647,0.0325,0.168181818,0.423863636,0.08875,0.884090909,0.57668046,0.497840909,0.371437551,0.590931818,0,0.590931818,0
"FW08NV031",1,"WADEABLE",60.43434343,28.76121312,8.663157895,6.052421053,33.91866613,12.76363636,0.690909091,1.554545455,1.809399475,0.105641841,316.8,-1.338218592,90.19230769,74.50980392,84.31372549,90.19607843,"0.74379376",0.840014345,-2.178232938,-2.082012353,0,100,0.561248194,0,0.738636364,0.711363636,0,0.261363636,0,19.2513369,5,0,0.081818182,0.320454545,0,0.7625,0.36352528,0.443125,0.603267019,1.520587013,0.071428571,0.58875974,0.931827273
"FW08NV032",1,"WADEABLE",69.38,15.27047723,3.655,2.61945,22.27086678,4.127272727,0.404545455,1.790909091,1.050179485,0.503243,148.5,-2.110924375,100,100,100,100,"1.261748899",1.477250387,-3.588174762,-3.372673274,0,100,0.320998368,0,0.05,0.036363636,0,0.777272727,0.002555066,98.6631016,84.75935829,0.011363636,0.02,0.74,0.431818182,1.8,0.876893174,0.91,0.250009375,0.33335,0,0.33335,0
"FW08NV033",1,"WADEABLE",46.21,7.777583692,1.246666667,0.610866667,10.55303276,2.863636364,0.254545455,0.595454545,1.019477691,0.672342482,148.5,0.432186977,71.09090909,22.85714286,44.76190476,46.66666667,"1.450647739",1.446052287,-1.01386531,-1.018460762,87,13,0.228371192,0,0.1,0.177272727,0.036363636,0.240909091,0.002349206,1.336898396,3.07486631,0,0.157142857,0.175,0.002272727,0.269318182,0.205485604,0.221193182,0.649869417,1.856077273,0,0.424259091,1.431818182
"FW08NV034",1,"WADEABLE",64.72916667,26.84633825,24.80666667,14.94453333,20.0373847,30.03636364,0.681818182,2.236363636,1.169344978,0.029722191,792,-0.188983779,80.38461538,11.76470588,70.58823529,92.15686275,"0.568498133",0.361361889,-0.550345668,-0.757481912,1,99,0.309557279,0,0.009090909,0.009090909,0,0.068181818,2.43812e-06,4.545454545,0,0,0.515909091,0.095238095,0,0.223863636,0.203968365,0.200738636,0.700001929,2.333354762,0.238095238,0.833354762,1.5
"FW08NV035",1,"WADEABLE",78.45,34.55353773,8.53,7.014,21.00138633,11.58181818,0.509090909,2.263636364,1.345589703,0.284153734,316.8,-2.079485994,100,98.0952381,100,100,"1.165113958",1.324027701,-3.403513695,-3.244599952,0,100,0.267704096,0,0.575,0.765909091,0,0.090909091,9.48456e-05,22.40896359,0,0,0.151136364,0.379545455,0.006818182,0.670454545,0.417381365,0.401704545,0.400008727,0.666690909,0,0.33335,0.333340909
"FW08NV037",1,"WADEABLE",67.72,26.71778434,12.23,7.34165,24.61866113,15.42727273,0.577272727,1.254545455,1.099278305,0.371011613,396,1.136009225,56.63636364,10.47619048,16.19047619,32.38095238,"1.460333036",1.408506301,-0.272497076,-0.32432381,52,48,0.363536047,0,0,0.213636364,0.013636364,0.643181818,0.000180547,25.21008403,0.267379679,0.002272727,0.11875,0.277380952,0.018181818,0.528409091,0.419099225,0.337784091,0.333333333,0.5,0,0.5,0
"FW08NV038",1,"WADEABLE",13.86170213,4.120760614,1.86,0.253142857,2.579713077,3.754545455,0.363636364,0.436363636,1.987356,0.374551,NA,-2.110924375,100,100,100,100,"",1.087224564,-3.198148939,NA,0,100,NA,0,0.281818182,0.404545455,0,0.163636364,NA,49.73262032,55.7486631,0.036363636,0.076190476,0.148863636,0.077272727,0.335227273,0.40849683,0.250852273,0.503762383,1.015163636,0.068181818,0.212122727,0.803040909
"FW08NV049",1,"WADEABLE",5.296703297,8.43339197,0.638888889,0.032166667,1.148361111,1.2,0.445454545,0.690909091,1.062143764,14.775,148.5,0.927238237,41.36363636,18,19,38,"2.891916987",2.661325655,-1.734087418,-1.964678751,6.666666667,93.33333333,0.216806766,5,0,0.329545455,0.065909091,1.518181818,0.016964085,89.03743316,89.17112299,0.15,0.080681818,0.230681818,0.632954545,1.206818182,0.833773442,0.643068182,0,0,0,0,0
"FW08NV040",1,"WADEABLE",50.9,19.95778373,37.61875,20.247125,13.70112631,44.08181818,0.55,2.318181818,1.032023913,0.061626625,1702.8,-0.805859181,93.81818182,31.42857143,85.71428571,100,"0.640041361",0.590085419,-1.395944601,-1.445900543,0,100,0.269177334,0,0.068181818,0.04,0.004545455,0.186363636,0.000105232,27.27272727,0,0,0.111363636,0.459090909,0.0625,0.997727273,0.464365148,0.548977273,0.472000422,0.893940909,0,0.386363636,0.507577273
"FW08NV050",1,"WADEABLE",102.8510638,20.64339174,34.19047619,33.90863158,21.90138287,39.54545455,0.527272727,2.172727273,1.095732207,0.015756341,990,-0.697533293,83.66666667,32.72727273,77.27272727,96.36363636,"0.258030677",0.159202479,-0.856735772,-0.955563971,0,100,0.212942697,0,0.045833333,0.083333333,0.004166667,0.220833333,0,21.07843137,0,0,0.089130435,0.535227273,0.004166667,0.922916667,0.394326472,0.5153125,0.589285714,1.434782609,0,0,1.434782609
"FW08CA044",1,"BOATABLE",80.4,32.93458469,15.18181818,12.29,45.92737714,19.45454545,0.772727273,1.218181818,2.0258295,0.030848641,480,-1.059588206,NA,54,62,NA,"0.326693459",0.373156072,-1.432744278,-1.386281666,0,100,57.12360341,NA,0.05,0.05,0,0.031818182,0,8.957219251,NA,0.004545455,0.602272727,0.013636364,0.011363636,0.040909091,0.204725576,0.118409091,0.598784682,1.492427273,0.068181818,0.401518182,1.090909091
"FW08NV051",1,"WADEABLE",54.2625,13.10883725,23.09375,12.270625,15.57320995,29.13333333,1,2.077777778,2.233048,0.069954,NA,-0.9988316,80,56.47058824,74.11764706,89.41176471,"",0.822546049,-1.821377649,NA,0,100,NA,0,0.072222222,0,0,0.044444444,NA,4.248366013,0,0,0.329166667,0.111111111,0,0.175,0.208599761,0.17875,0.632653061,1.722222222,0.611111111,0.722222222,1
"FW08NV053",1,"WADEABLE",20.16,8.191565477,1.804,0.38911,4.874119207,4.845454545,0.42,0.475454545,1.255028697,2.965,223.5,-0.085564801,67.36363636,30.47619048,45.71428571,63.80952381,"2.156979219",2.062675931,-2.148240732,-2.242544021,83.33333333,16.66666667,0.241771786,0,0.138636364,0.427272727,0.013636364,0.852272727,0.002028701,56.68449198,49.46524064,0,0.079545455,0.234090909,0,0.628409091,0.453752784,0.382784091,0.6,1.5,0,0,1.5
"FW08NV054",1,"WADEABLE",5.88,1.950291354,1.365,0.0821,0.460720048,2.109090909,0.427272727,1.318181818,1.20141951,4.237766239,148.5,1.454475171,51.63636364,10.47619048,13.33333333,21.9047619,"2.454492403",2.134910683,-0.680435512,-1.000017231,56,44,0.07835375,0,0.05,0.05,0,0.213636364,0.005740741,23.79679144,12.03208556,0,0.168181818,0.368181818,0.009090909,0.706818182,0.374533892,0.418068182,0.6,1.5,0,0,1.5
"FW08NV056",1,"WADEABLE",93.06185567,41.19790004,24.74736842,24.76331579,39.20361894,27.97,0.518181818,0.827272727,1.261526852,0.233961531,1188,0.684497278,64.33333333,24.07407407,32.40740741,42.59259259,"1.281338749",1.2281889,-0.543691622,-0.596841471,23.15789474,76.84210526,0.421264101,0,0.385416667,0.51875,0.025,0.282954545,0.0007589,21.92513369,0,0.154166667,0.236363636,0.267708333,0.340625,0.873958333,0.492309283,0.49328125,0.186446194,0.229175,0,0.229175,0
"FW08CA059",1,"BOATABLE",264.5,115.8837366,59,179.58,121.539279,60.18181818,0.245454545,0.945454545,1.115068048,0.095554439,2600,1.731310224,NA,3,13,NA,"1.235741263",1.03997226,0.691337964,0.495568961,2,98,45.95057807,NA,0,0.040909091,0,0.161363636,0,43.18181818,NA,0.057142857,0.680681818,0.110227273,0.081818182,0.232954545,0.359225637,0.204829545,0.536847956,1.159118182,0.136363636,1.159118182,0
"FW08NV057",1,"WADEABLE",28.85,10.45468819,6.764705882,1.824529412,11.01879755,11.33636364,0.463636364,2.109090909,1.227737674,0.169599,237.6,-0.661315974,88.90909091,34.28571429,73.33333333,95.23809524,"0.890503719",0.872584835,-1.533900809,-1.551819694,63.63636364,36.36363636,0.381934057,0,0,0.040909091,0,0.113636364,2.15332e-05,6.176470588,0,0,0.1975,0.12625,0.011363636,0.259090909,0.305506877,0.216590909,0.153852663,0.181827273,0,0,0.181827273
"FW08NV058",1,"WADEABLE",81.71,31.6439456,19.8,16.58925,39.05440164,27.58181818,0.745454545,1.8,2.021933786,0.015915496,712.8,-0.508446882,83.81818182,38.0952381,65.71428571,78.0952381,"0.168646663",0.106442267,-0.614889149,-0.677093544,3,97,0.47796355,0,0.122727273,0,0,0.05,0,5.882352941,0,0,0.129545455,0.436363636,0.052272727,0.892045455,0.318944612,0.501420455,0.576923077,1.363636364,0,0.136363636,1.227272727
"FW08NV041",1,"WADEABLE",43.27333333,5.698105969,2.2375,0.96295,5.961387476,2.745454545,0.231818182,0.231818182,1.169368586,0.054749356,223.5,-1.254508001,90.54545455,60.95238095,80.95238095,99.04761905,"0.231242772",0.355780198,-1.610288199,-1.485750773,0,100,0.137761227,0,0.177272727,0.231818182,0,0.261363636,0,54.81283422,6.016042781,0,0.009090909,0,0,0,0.287374722,0.1,0.6,1.5,0,0,1.5
"FW08NV039",1,"WADEABLE",59.89,19.77749716,6.77037037,3.938962963,20.53953443,8.409090909,0.286363636,0.622727273,1.187153916,1.642857143,198,-0.249946625,59.18181818,45.71428571,48.57142857,60,"1.901642695",1.88257958,-2.132526205,-2.15158932,45,55,0.342954323,0,0.104545455,0.579545455,0,1.009090909,0.000887688,40.10695187,20.58823529,0,0.080681818,0.259090909,0.027272727,0.704545455,0.577142448,0.417045455,0,0,0,0,0
"FW08NV062",1,"WADEABLE",81.02,34.00147947,19.4,14.97883333,38.69231226,26.31818182,0.727272727,2.045454545,1.828233792,0.022924,792,-0.64112751,88.72727273,32.38095238,71.42857143,99.04761905,"0.300958074",0.256886319,-0.898013829,-0.942085584,0,100,0.47756495,0,0,0.004545455,0,0.059090909,0,10.52631579,0,0,0.09,0.62,0,1.047727273,0.437019659,0.571477273,0.250009375,0.33335,0,0.33335,0
"FW08NV063",1,"WADEABLE",56.13,11.88127718,5.585,3.0288,11.42105187,8.245454545,0.318181818,0.663636364,1.841461396,0.056629621,170.28,-1.620672395,100,70.2970297,100,100,"0.269071621",0.472549654,-2.093222049,-1.889744016,0,100,0.203475002,0,0.545454545,0.654545455,0,0,0,1.604278075,0.802139037,0,0.075,0.173863636,0,0.320454545,0.223594938,0.244204545,0.6,1.5,0,0,1.5
"FW08NV065",1,"WADEABLE",22.15,6.220485869,2.047368421,0.459315789,3.975852964,2.636363636,0.236363636,0.609090909,1.081571499,2.3,148.5,1.717531555,38.54545455,3.80952381,6.666666667,12.38095238,"1.870644021",1.81406263,-0.096531076,-0.153112466,46,54,0.179496748,0,0.027272727,0.036363636,0,0.418181818,0.002222222,78.07486631,68.44919786,0.015909091,0.173863636,0.409090909,0.227272727,1.001136364,0.761672819,0.550511364,0,0,0,0,0
"FW08NV066",1,"WADEABLE",95.11956522,34.95392333,18.33888889,14.1365,55.60308772,19.35454545,0.663636364,1.8,1.418071586,0.13978,594,-0.95055021,91.27272727,38.0952381,88.57142857,100,"1.063361958",1.005950007,-1.956500218,-2.013912168,0,100,0.584559944,0,0,0,0,0.324545455,0,18.18181818,0,0,0.111363636,0.820454545,0,1.613636364,0.443308115,0.826136364,0.6,1.5,0,0,1.5
