"SITE_ID","VISIT_NO","REALM","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl"
"FW08AL024",1,"BOATABLE",0,0.164605009,36.81818182,-0.074781698,-0.795880017,1.688386509,"2 Medi","Good",1.247006509,"Medi",-0.101761698,"Good",0.149890866,27.08775772,1.432773056,0.029040773,-1.536991829,6.716486392,0.827142139,0.007200742,-2.142622746,0.193367511,-0.171526973
"FW08AL025",1,"BOATABLE",0.121218182,0.110282068,125.1818182,-0.050831855,-0.92412139,-2.466319654,"3 High","Medi",-1.542269654,"Medi",-0.082158969,"Medi",-0.35364139,1150.451641,3.060868368,0.093719512,-1.028169981,601.7041261,2.77938299,0.049016765,-1.309655359,1.537077366,0.904268948
"FW08AL026",1,"BOATABLE",0,0.00183103,74.90909091,0.220702279,-0.324554962,-0.761962233,"1 Low","Good",0.162087767,"Good",0.249570694,"Good",0.245925039,41.39931048,1.616993108,0.000706305,-3.151007634,21.45798978,1.331589034,0.00036609,-3.436411708,-0.552064467,-1.021533819
"FW08AL027",1,"WADEABLE",0,2.153095238,0.83,-0.008572536,-0.396954096,-3.299158125,"1 Low","Poor",-1.386790019,"Good",-0.039420762,"Good",-0.004774096,2.279695359,0.357876815,0.780103124,-0.107847983,0.000642866,-3.191879885,0.000219986,-3.657604683,-1.011603529,0.773105354
"FW08AL028",1,"BOATABLE",0.6667,0.010208347,73.5,-0.063212168,0.005297536,0.672905221,"2 Medi","Good",0.231525221,"Good",-0.090192168,"Good",0.881883746,369.3274115,2.567411542,0.07449548,-1.127870076,270.6539121,2.432414309,0.054592463,-1.26286731,1.066157987,0.509591002
"FW08AL029",1,"BOATABLE",0.272736364,0.035473621,27.45454545,-0.043678737,-0.83456681,0.26131737,"2 Medi","Good",-0.18006263,"Good",-0.070658737,"Good",0.140241765,7.824126944,0.893435888,0.006826684,-2.165790224,0.967551211,-0.014326039,0.000844205,-3.073552151,-0.738420722,-0.766786355
"FW08AL030",1,"WADEABLE",0,1.303571429,3.568421053,-0.038255409,-0.706938935,-1.978887118,"1 Low","Good",0.058391705,"Good",-0.056767515,"Medi",-0.314758935,0.689798988,-0.161277447,0.032477788,-1.488413557,0.015306007,-1.815138087,0.000720652,-3.142274197,-0.448550856,-0.357478658
"FW08AL031",1,"BOATABLE",0,0.044453785,74.36363636,0.094058014,0.063606264,1.647149975,"1 Low","Good",1.205769975,"Good",0.067078014,"Good",1.074018906,52.25861737,1.718157915,0.036205578,-1.441224513,18.85223382,1.275362818,0.013061119,-1.884019611,0.450150318,-0.004672041
"FW08AL032",1,"WADEABLE",0.075759091,0.076518519,15.775,-0.121791662,-1.037071311,-0.687378302,"1 Low","Good",0.711730541,"Medi",-0.156294231,"Poor",-0.644891311,9.63751292,0.983964973,0.043794595,-1.35857949,0.481950304,-0.316997741,0.002190069,-2.659542205,0.090434758,0.067026913
"FW08AL033",1,"WADEABLE",0,0.419285714,0.540526316,0.083600335,-1.059121453,-1.843257478,"1 Low","Medi",-1.053888011,"Good",0.129436872,"Medi",-0.354081802,0.625620898,-0.203688753,0.776686403,-0.109754298,3.89916e-05,-4.409028435,4.84068e-05,-4.31509398,-1.949692209,0.107129675
"FW08AL034",1,"WADEABLE",0,0,6.04,0.116894402,-0.174514871,0.96642951,"1 Low","Good",-0.066809781,"Good",0.079937711,"Good",0.217665129,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08AL035",1,"BOATABLE",0,0.197264322,180.4545455,0.059752694,-0.706938935,-1.256107082,"3 High","Good",-0.332057082,"Good",0.045442622,"Good",-0.136458935,7144.899654,3.853996134,0.57485662,-0.240440463,5614.852622,3.749338362,0.451753748,-0.345098235,2.501933552,1.693565037
"FW08AL036",1,"WADEABLE",0,0.669097222,3.45,0.02390687,-0.641718964,-1.994856873,"1 Low","Good",-0.188434696,"Good",-0.008862598,"Medi",-0.249538964,1.609778551,0.206766136,0.26913073,-0.57003671,0.033303494,-1.477510201,0.005567843,-2.254313047,0.408921831,0.401191476
"FW08AL046",1,"WADEABLE",0,0.562142857,2.185,-0.058669297,-0.380053345,-2.371176228,"1 Low","Poor",-2.012667605,"Good",-0.050603294,"Good",0.372365848,3.344360137,0.524313038,0.544621971,-0.263904843,0.009514516,-2.02161328,0.001549419,-2.80983116,-0.452898052,0.283698041
"FW08AL047",1,"WADEABLE",0,0.330238095,1.725,-0.300241086,-0.406915415,-1.636360107,"3 High","Good",-0.2091286,"Poor",-0.328778912,"Good",-0.014735415,0.493233594,-0.306947351,0.151182711,-0.820497871,0.002597473,-2.585448975,0.00079616,-3.098999495,-0.450348796,0.07433449
"FW08AL051",1,"WADEABLE",0,0.796904762,1.86,-0.011844653,-0.633152719,0.097296781,"1 Low","Good",1.835418516,"Good",-0.038339227,"Medi",-0.240972719,0.748342293,-0.125899709,0.405605579,-0.39189608,0.001916806,-2.717421753,0.001038919,-2.983418124,-0.348481925,0.431096067
"FW08AR001",1,"WADEABLE",0.560631818,0.154722222,4.6375,-0.263422428,-0.472018776,-0.964401623,"2 Medi","Good",0.412352348,"Poor",-0.314722897,"Good",-0.079838776,0.322968578,-0.490839729,0.006628627,-2.178576424,0.011556515,-1.937173119,0.000237187,-3.624909814,-0.911209201,-0.942995235
"FW08AR001",2,"WADEABLE",0.6667,0.15752,4.22,-0.453401258,-0.821284597,-1.072379709,"3 High","Good",0.290666473,"Poor",-0.504701726,"Medi",-0.429104597,0.526570314,-0.278543629,0.010807361,-1.966280324,0.00773173,-2.11172334,0.000158687,-3.799460036,-1.085759423,-0.730699135
"FW08AR002",1,"WADEABLE",0,0.035590278,3.078947368,-0.099508734,-0.754711716,-1.191530214,"1 Low","Good",-0.392610559,"Medi",-0.160344826,"Medi",-0.362531716,0.094727278,-1.023524942,0.005126767,-2.290156401,0.002491209,-2.603589787,0.000134828,-3.870221245,-1.179849863,-1.176779952
"FW08AR002",2,"WADEABLE",0,0.148654,4.74,-0.207449141,-0.356996206,-2.248528959,"1 Low","Medi",-0.880620747,"Poor",-0.268285233,"Good",0.035183794,0.312785307,-0.504753656,0.01692836,-1.771385115,0.043931206,-1.357226874,0.002377616,-2.623858332,0.06651305,-0.658008665
"FW08AR003",1,"BOATABLE",0,0.19766537,19.59090909,-0.096416777,-0.604435354,0.92774414,"2 Medi","Good",0.48636414,"Medi",-0.123396777,"Good",0.169995663,19.96058229,1.300173206,0.037244117,-1.428942317,2.68312846,0.428641466,0.005006405,-2.300474058,0.037826433,-0.153696907
"FW08AR003",2,"BOATABLE",0,0.19766537,23.36363636,-0.006063026,-0.711994806,0.549853693,"2 Medi","Good",0.108473693,"Good",-0.033043026,"Good",0.062436211,13.93253734,1.144030216,0.025996489,-1.585085308,1.649136861,0.217256699,0.003077097,-2.511858825,-0.173558334,-0.309839898
"FW08AR004",1,"WADEABLE",0,1.535095238,3.37,-0.015677301,-0.469102078,-0.50117067,"1 Low","Good",0.004025323,"Good",-0.084611858,"Good",0.08115331,3.597628159,0.556016274,1.169846246,0.068128786,0.07818557,-1.106873392,0.025423721,-1.59476088,0.7650554,0.503137805
"FW08AR006",1,"WADEABLE",0,0.437847222,9.26,-0.038794704,-0.548632296,0.822261787,"2 Medi","Good",0.827494664,"Good",-0.002206625,"Good",0.078381797,1.878088349,0.273716019,0.05783556,-1.237805057,0.19712993,-0.705247433,0.006070598,-2.216768508,0.13322089,-0.419035806
"FW08AR007",1,"WADEABLE",0,0.25546875,20.435,-0.108104296,-0.663254452,-1.069812337,"1 Low","Poor",-1.484360215,"Medi",-0.118670406,"Good",0.02440821,23.64521001,1.373743176,0.100636458,-0.997244658,1.051680847,0.021883965,0.004476062,-2.349103869,-0.007365352,0.143738681
"FW08AR008",1,"WADEABLE",0,0.302814815,2.56,-0.044224814,-0.821284597,-0.810813516,"1 Low","Good",0.667857354,"Medi",-0.109037187,"Medi",-0.429104597,0.973410841,-0.011703821,0.315233926,-0.501367049,0.00759403,-2.119527709,0.002459286,-2.609190936,0.038136406,0.38653322
"FW08AR009",1,"WADEABLE",0,0.538541667,6.71,-0.136406804,-0.877039828,-1.709624463,"2 Medi","Good",0.16319561,"Medi",-0.208990386,"Medi",-0.484859828,7.492172082,0.874607744,0.641195074,-0.193009823,0.120322137,-0.919654465,0.010297409,-1.987272031,0.692073982,0.862612795
"FW08AR010",1,"BOATABLE",0,0.009176227,1238.181818,-1.293204657,-0.552137517,-2.26609832,"2 Medi","Medi",-1.34204832,"Poor",-1.155238687,"Good",0.018342483,68189.16461,4.83371537,0.029473374,-1.530570151,51909.21598,4.71524447,0.022436698,-1.649041051,1.323740367,1.062145507
"FW08AR012",1,"BOATABLE",0,0.004153268,166.5454545,0.025305865,-0.075955785,-2.551511547,"1 Low","Medi",-1.627461547,"Good",0.080303426,"Good",0.494524215,1016.60635,3.007152818,0.014292055,-1.844905335,747.3478174,2.873522771,0.010506659,-1.978535383,0.910468639,0.308961941
"FW08AR012",2,"BOATABLE",0,0.004153268,168,0.228061882,-0.071278363,-2.599402438,"2 Medi","Medi",-1.675352438,"Good",0.283059443,"Good",0.499201637,1182.453317,3.072784004,0.01662363,-1.77927415,1027.817657,3.011916074,0.01444967,-1.840142079,1.048861942,0.374593127
"FW08AR013",1,"WADEABLE",0,0.083630952,0.85,0.107749418,-1.837272689,-0.460963532,"2 Medi","Good",0.366011084,"Good",0.044147084,"Poor",-1.445092689,0.447799574,-0.348916324,0.214555878,-0.668459582,7.91943e-05,-4.101306112,3.79447e-05,-4.42084937,-1.782946674,0.170071871
"FW08AR014",1,"BOATABLE",0.181827273,0.009377441,143.8181818,-0.065501549,-0.280970201,-2.762512648,"1 Low","Medi",-1.838462648,"Good",-0.04452038,"Good",0.289509799,764.0625428,2.88312891,0.035147861,-1.454101098,630.1223632,2.799424893,0.02898644,-1.537805114,1.322677428,0.55036305
"FW08AR016",1,"BOATABLE",0,0.190977444,34.22727273,-0.02813402,-1.160579093,0.856220785,"1 Low","Good",0.414840785,"Good",-0.05511402,"Poor",-0.342832338,21.94766163,1.341388256,0.040896421,-1.388314693,3.101521693,0.491574823,0.005779255,-2.238128126,0.100166726,-0.112849057
"FW08AR017",1,"BOATABLE",0,0.009197345,35.81818182,-0.313241892,-0.515053408,-0.557412061,"1 Low","Good",0.366637939,"Poor",-0.315370571,"Good",0.055426592,9.065387687,0.957386382,0.001427317,-2.845479568,1.767650911,0.247396501,0.000278311,-3.555469449,-0.724590675,-0.99608787
"FW08AR019",1,"BOATABLE",0,0.02032,66.8,-0.133041728,-0.518296847,-3.055884289,"1 Low","Poor",-3.497264289,"Medi",-0.160021728,"Good",0.356741161,388.056794,2.588895291,0.26310314,-0.579873968,226.2727016,2.354632162,0.153413261,-0.814137098,1.519942718,0.860197627
"FW08AR020",1,"WADEABLE",0,1.74,6.784210526,-0.051387006,-0.216291273,0.020974516,"2 Medi","Good",0.035330932,"Good",-0.009005604,"Good",0.548022434,3.360272789,0.526374535,0.10802721,-0.96646684,0.355262645,-0.449450456,0.011421106,-1.942291831,0.407876892,-0.154700609
"FW08AR022",1,"BOATABLE",0.33335,0.009448819,45.27272727,0.116894402,-0.00656377,-2.643280522,"2 Medi","Medi",-1.719230522,"Good",0.08139335,"Good",0.563916231,167.1573885,2.223125578,0.068818921,-1.162292139,125.7024631,2.099343788,0.051751873,-1.286073929,1.521678213,0.565956082
"FW08AR024",1,"BOATABLE",0,0,105.3181818,-0.432866652,-0.677780705,0.783274419,"1 Low","Good",1.707324419,"Poor",-0.40859944,"Good",-0.107300705,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08AR025",1,"WADEABLE",0,0.165277778,7.8975,-0.337242168,-0.23793557,-0.129613071,"2 Medi","Good",-0.396281094,"Poor",-0.37846243,"Good",0.320601499,1.798891514,0.255004973,0.015374077,-1.813210954,0.223082098,-0.651535279,0.001906553,-2.719751207,-0.375106079,-0.785736803
"FW08AR026",1,"BOATABLE",0.6667,0.01580421,56.09090909,0.037698073,-0.226147093,-2.338767222,"2 Medi","Medi",-1.414717222,"Good",0.044488999,"Good",0.344332907,42.49791364,1.62836761,0.003195746,-2.495427814,26.71982724,1.426833646,0.00200927,-2.696961778,0.151696488,-0.552902382
"FW08AR027",1,"WADEABLE",0.886381818,0.18037037,3.5,-0.489942687,-0.30819542,-2.493818895,"3 High","Medi",-1.124301803,"Poor",-0.54734879,"Good",0.08398458,0.467076057,-0.330612395,0.051850674,-1.285245594,0.021789748,-1.661747784,0.002418906,-2.616380983,0.056705696,-0.262411039
"FW08AR028",1,"BOATABLE",0,0.004153268,161.1818182,0.04085397,-0.352528117,-2.638325635,"2 Medi","Medi",-1.714275635,"Good",0.096225829,"Good",0.217951883,1286.261957,3.109329425,0.018103588,-1.742235348,1033.204839,3.014186431,0.014541917,-1.837378342,1.051598347,0.411488749
"FW08AR030",1,"BOATABLE",0,0.032742507,85.77272727,-0.258025161,-0.387216143,0.01234004,"2 Medi","Good",0.93639004,"Poor",-0.265846771,"Good",0.183263857,157.5077616,2.19730196,0.038138311,-1.418638544,88.81370811,1.948480003,0.021505003,-1.6674605,1.153062603,0.37650739
"FW08AR031",1,"WADEABLE",0,0.31547619,16.32857143,-0.188201649,-0.840508003,0.453773979,"1 Low","Good",-0.088029693,"Medi",-0.211924672,"Good",-0.175884111,8.597836022,0.934389158,0.020084244,-1.697144505,0.754539729,-0.122317888,0.001762578,-2.753851551,-0.414614274,-0.458482535
"FW08AR032",1,"BOATABLE",0,0.010096076,444.5454545,-0.459045191,-0.996069706,-1.72247498,"2 Medi","Poor",-2.16385498,"Poor",-0.486025191,"Medi",-0.15916882,4154.254095,3.618493057,0.011014796,-1.958023546,2349.057361,3.370893622,0.006228408,-2.205622981,0.10534246,0.384712528
"FW08AR035",1,"WADEABLE",0,2.241944444,5.785,-0.066075785,-0.711994806,-0.194980259,"1 Low","Good",0.101931424,"Medi",-0.13750361,"Medi",-0.220123455,36.16839386,1.558329223,4.405514612,0.643996646,0.103444314,-0.985293375,0.012600102,-1.899625952,0.456096455,1.238879929
"FW08AR036",1,"BOATABLE",0,0.014642583,155.0454545,-0.774808239,-0.612448395,-2.730020946,"2 Medi","Medi",-1.805970946,"Poor",-0.684425155,"Good",-0.041968395,700.4505414,2.845377475,0.005806157,-2.236111257,175.6291524,2.244596605,0.001455821,-2.836892127,0.064822349,-0.015663227
"FW08AR037",1,"BOATABLE",0,0.007429797,103.9545455,-0.210643672,-0.404403583,-1.217033343,"1 Low","Good",-0.292983343,"Medi",-0.190250459,"Good",0.166076417,263.0107868,2.419973561,0.013829714,-1.8591868,76.51464242,1.883744553,0.004023316,-2.395415807,0.461849677,0.128425537
"FW08AR041",1,"BOATABLE",0,0.230372093,128.4545455,-0.128374001,-0.422299355,0.294131124,"3 High","Good",-0.147248876,"Medi",-0.155354001,"Good",0.343347451,848.7777677,2.928793995,0.05428939,-1.265285035,578.2956637,2.762149936,0.036988857,-1.431929094,0.892307747,0.559175194
"FW08AR042",1,"BOATABLE",0.33335,0.06096,60.36363636,0.115383548,0.068691738,-3.576621292,"2 Medi","Poor",-2.652571292,"Good",0.134382203,"Good",0.639171738,610.1034458,2.785403478,0.031035062,-1.508147381,467.2931414,2.669589407,0.023770513,-1.623961452,1.234101266,0.483641079
"FW08AR043",1,"BOATABLE",0.6667,0.007501846,160.9090909,0.106206356,-0.127049528,-2.83336419,"2 Medi","Medi",-1.90931419,"Good",0.158145645,"Good",0.443430472,1299.461821,3.113763524,0.022361468,-1.650499696,1055.455449,3.023439906,0.018162544,-1.740823314,1.143316869,0.47788949
"FW08AR044",1,"WADEABLE",0,0.26147619,2.0105,-0.06036731,-0.958607315,-1.211573227,"2 Medi","Medi",-0.589234279,"Good",0.018775301,"Medi",-0.274821392,0.834625933,-0.078508125,0.471460167,-0.326554995,0.00475792,-2.322582889,0.002687635,-2.570629758,-0.208511008,0.018537777
"FW08AR052",1,"BOATABLE",0,0.025954231,177.9090909,-0.443697499,-0.738196627,-1.332242763,"2 Medi","Good",-0.408192763,"Poor",-0.352277375,"Medi",-0.167716627,174.1800578,2.24099843,0.001206647,-2.918419899,62.40836214,1.795242785,0.000432339,-3.364175544,-0.458143769,-0.6753567
"FW08AR053",1,"BOATABLE",0,0.004443019,53.27272727,-0.146661361,-0.438248312,-1.839340435,"3 High","Medi",-0.915290435,"Medi",-0.164521189,"Good",0.132231688,30.66371938,1.486624832,0.006357988,-2.196680283,23.97727333,1.379799794,0.004971583,-2.30350532,0.520749783,-0.381985138
"FW08AR057",1,"BOATABLE",0,0.029357091,164.2727273,-0.086667894,-0.524857311,-0.088747472,"2 Medi","Medi",-0.530127472,"Medi",-0.113647894,"Good",0.263445294,430.3825239,2.633854628,0.016636215,-1.778945465,272.4289485,2.435253254,0.010530601,-1.977546839,0.34459028,0.12751329
"FW08AR060",1,"BOATABLE",0,0.010010839,637.0909091,0.073301681,-0.451443083,-1.707807753,"2 Medi","Poor",-2.149187753,"Good",0.046321681,"Good",0.387273512,5635.598305,3.75094003,0.014979695,-1.824497034,5256.23586,3.720674845,0.013971331,-1.854762219,0.456213586,0.517834322
"FW08AR067",1,"BOATABLE",0,0.008428271,971.8181818,-0.452001662,-0.555671259,-2.173400392,"2 Medi","Medi",-1.249350392,"Poor",-0.306342488,"Good",0.014808741,45888.17598,4.661700795,0.019534195,-1.70920448,32277.65544,4.508901981,0.013740316,-1.862003294,1.111144859,0.885432231
"FW08AR069",1,"WADEABLE",0,0.423859649,4.67,-0.290498765,-0.700948571,-0.948831992,"2 Medi","Medi",-0.760535955,"Poor",-0.269668857,"Good",-0.105873056,6.634155436,0.821785643,0.484251992,-0.314928584,0.076403942,-1.116884237,0.005577012,-2.253598464,0.09998908,0.363325579
"FW08AR070",1,"WADEABLE",0,0.771855,3.565,-0.203488741,-0.46046771,-0.731946317,"2 Medi","Good",-0.186393876,"Medi",-0.152614949,"Good",0.171168015,0.072480094,-1.139781255,0.028507411,-1.545042217,0.070007558,-1.154855069,0.02753493,-1.560116031,0.800493464,-1.141009882
"FW08AR072",1,"WADEABLE",0,0.067142857,6.5725,-0.234534655,-0.568636236,-1.453605039,"2 Medi","Good",-0.283578969,"Poor",-0.301437717,"Good",-0.176456236,0.211836783,-0.673998627,0.163681644,-0.786000022,0.092659313,-1.033110925,0.071595822,-1.14511232,1.481292557,-0.007697217
"FW08AR073",1,"WADEABLE",0,0.693333333,5.135,0.069953856,-0.483885483,0.248682869,"1 Low","Good",0.514182555,"Good",0.038473166,"Good",0.019995887,3.87501539,0.588273432,0.407030881,-0.39037264,0.027798442,-1.555979552,0.002919943,-2.534625624,-0.179520627,0.228621772
"FW08AR078",1,"BOATABLE",0,0.008554231,491.3636364,-1.22184875,-0.33939321,-2.170836573,"2 Medi","Medi",-1.246786573,"Poor",-1.079934496,"Good",0.23108679,66575.68533,4.823315646,0.028618711,-1.543349925,14083.12718,4.148699101,0.006053876,-2.217966469,0.754946803,1.050056424
"FW08AR080",1,"WADEABLE",0,0.505050505,14.145,0.036338494,-0.92412139,0.442603037,"1 Low","Good",0.270773403,"Good",-0.065966895,"Medi",-0.416570611,18.94082608,1.277398916,0.253137703,-0.596643166,0.336433807,-0.47310037,0.004496324,-2.347142452,-0.000633256,0.358035211
"FW08AR084",1,"WADEABLE",0,0.185648148,4.185,-0.095186131,-0.435549146,-0.156830762,"3 High","Good",1.259594536,"Medi",-0.167893085,"Good",-0.043369146,0.32013537,-0.494666341,0.062404556,-1.204783706,0.02461898,-1.608729951,0.004799021,-2.318847316,0.340693186,-0.252907646
