PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,PSTL_CODE,DATE_COL,YEAR,LAT_DD83,LON_DD83,SITETYPE,STRAH_ORD,AG_ECO3,AG_ECO9,PROTOCOL,XBKA,MEDBK_A,XUN,MEDBKUN,XCDENMID,XCDENBK,CONBANKFULL,CONSTRAINT,CONFEATURES,CONPATTERN,CONPERCENT,CONVALLEY,CONVALLEYBOX,PCT_FA,PCT_DR,PCT_FAST,PCT_SLOW,PCT_POOL,XWIDTH,SDWIDTH,XBKF_W,XBKF_H,XINC_H,SDINC_H,BFWD_RAT,XWXD,XWD_RAT,SDWXD,SDWD_RAT,XDEPTH_CM,SDDEPTH_CM,XFC_ALG,XFC_RCK,XFC_BRS,XFC_LVT,XFC_AQM,XFC_OHV,XFC_HUM,XFC_UCB,XFC_LWD,XFC_NAT,XFC_BIG,XFC_ALL,PCT_SIDE,REACHLEN,W1_HAG,W1_HNOAG,W1_HALL,W1H_BLDG,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_PARK,W1H_PSTR,W1H_PVMT,W1H_PIPE,W1H_ROAD,W1H_CROP,W1H_WALL,C1WM100,C2WM100,C4WM100,V1WM100,V1W_MSQ,V2WM100,V2W_MSQ,V4WM100,V4W_MSQ,PCAN_C,PCAN_D,PCAN_E,PCAN_M,PCAN_N,XCL,XCS,XMW,XMH,XGW,XGH,XGB,XC,XM,XCMW,XCM,XG,XCMGW,XCMG,XPCAN,XPMID,XPMGW,XPCM,XPCMG,XSLOPE,XSLOPE_MAP,XSLOPE_FIELD,PCTCLINOMETER,XBEARING,SINU,LSUB_DMM,LSUBD_SD,LSUB_DMM_NOR,PCT_FN,PCT_GC,PCT_GF,PCT_HP,PCT_OM,PCT_OT,PCT_RC,PCT_SA,PCT_WD,PCT_BIGR,PCT_BDRK,PCT_SAFN,PCT_SFGF,PCT_ORG,XEMBED,XCEMBED,RPXDEP_CM,RPMXDEP_CM,RPGT50,RPGT75,RP100,LTEST,LRBS_TST,LDMB_BW5,LRBS_BW5,LRBS_BW6,SHLD_PX3,REYP3,RRPW3,CP3CTRPWD_RAT,CP3_MILL,CT_RPWD,RB3,LDCBF_G08,LRBS_G08,L_RB3,L_CT_RPWD,L_CP3_MILL,L_RRPW3,L_REYP3,L_SHLD_PX3,L_XSLOPE,RADJRT_RAT,PCT_SFG,XGV,PCT_BH,BANGMODE,XSHOR2VG,PCT_OVRB,PCT_GL,C1TM100,C2TM100,C4TM100,PCT_GR,PCT_DRS,LITSB1_FN,LITSB1_SF,LITSB1_SFGF,LITSB12_FN,LITSB12_SF,QRVEG1,QRVEG2,RDIST1,QR1,CVDTH,RPRAT,CVWIDTH,CVWXD,LWDEQVOL_MSQ,LWDEQVOLM100,PHAB_COM
4/23/2019,1002266,MIS9-0930,1,MI,9-Jul-13,2013,42.80947,-86.17005,PROB,1,PLNLOW,UMW,WADEABLE,44.09090909,40,0,0,71.12299465,91.97860963,,CON_BROAD,HUMAN,SINGLE,100,15000,Y,0,0,0,100,0,1.68,0.356296742,2.845454545,0.472727273,0.754545455,0.150755672,4.601014458,0.27145,12.09001818,0.140359866,4.290406674,13.82089552,5.023030787,0.004545455,0,0.004545455,0,0.188636364,0.177272727,0,0,0,0.181818182,0,0.375,0,300,0,2.825818182,2.825818182,0.68185,0.492427273,0,0,0.86365,0,0.212127273,0,0.575763636,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0,0.181818182,0,0.036363636,0.353409091,0.280681818,0.173863636,0.173863636,0.425,0.201136364,0.389772727,0.454545455,0.670454545,0.844318182,0.598863636,0.844318182,1.443181818,0.909090909,1,0.954545455,0.909090909,0.909090909,0.021333333,0.001111111,0.021333333,0,185.4903806,1.041268694,-1.875136518,0.580330024,-1.875136518,85.71428571,0,0,0,0,0,0,14.28571429,0,0,0,100,100,0,100,100,4.753995345,13.24,0,0,3.57443259,-0.694714525,-1.180421993,-0.075437946,-1.799698572,-1.799698572,0.050561075,0.376717136,0.18338182,0.098478432,0.002,0.020309015,0.397108548,-0.330280805,-1.544855713,-0.401090764,-1.692311132,-2.698970004,-0.736643722,-0.423984625,-1.296183699,-1.670941281,0.461792678,100,0.598863636,0,,,,100,0.333333333,0,0,,,,,,,,0.479943182,0.927807487,0.738618002,0.488248732,0.363437433,0.258625252,0.212081394,0.517074476,0,0,
4/23/2019,1002267,LASS-1050,1,LA,8-Jul-13,2013,30.7948,-91.20539,PROB,2,PLNLOW,CPL,WADEABLE,49.77272727,45,0,0,36.22994652,43.5828877,15,UNC_NARROW,TERRACE,BRAIDED,30,400,,0,0,26.12612613,73.87387387,10.81081081,4.242857143,1.856763698,7.763636364,1.4,2.7,4.152589554,5.1146151,0.684857143,45.92027507,0.726889213,34.98748974,11.21621622,8.860951524,0.063636364,0,0.147727273,0.018181818,0.129545455,0.372727273,0,0.013636364,0.102272727,0.654545455,0.115909091,0.847727273,2.702702703,440,0,0.212127273,0.212127273,0.060609091,0,0,0,0.060609091,0,0,0,0,0,0.090909091,21.13636364,15,5.227272727,48.00568182,0.061834016,47.64977273,0.061375585,40.35318182,0.051977166,0,0.727272727,0,0.272727273,0,0.172727273,0.341666667,0.218181818,0.201136364,0.146590909,0.279545455,0.238636364,0.498863636,0.419318182,0.717045455,0.918181818,0.426136364,0.863636364,1.344318182,1,1,1,1,1,0.174318182,,0.174318182,0,5.223424109,1.127548489,-0.148499111,0.532688189,-0.148499111,0,0,25.71428571,0,0,0,0,74.28571429,0,0,0,74.28571429,100,0,91.81818182,92.42424242,8.010635901,45.34568182,0,0,5.461797206,0.126879632,-0.275378743,1.202148769,-1.35064788,-1.35064788,0.016511232,90.28092704,0.826369113,0.59427445,0.002,0.003365448,0.982905405,1.721857786,-1.870356898,-0.007488277,-2.472957063,-2.698970004,-0.082825924,1.95559601,-1.782220524,-0.758657313,0.840741244,100,0.426136364,0,,,,63.06306306,33.86363636,25.68181818,9.772727273,,,,,,,,0.488636364,0.492245989,0.175004125,0.583274848,0.790012546,0.486955414,0.437621073,1.061373486,0.061375585,47.64977273,
4/23/2019,1002268,NDS9-0940,1,ND,9-Jul-13,2013,47.04646,-101.1047,PROB,4,PLNLOW,NPL,WADEABLE,47.09090909,35.5,0.022727273,0,0.534759358,53.78151261,12,CON_BROAD,TERRACE,SINGLE,100,400,,0,0,10.78431373,89.21568627,77.45098039,11.545,2.939114618,14.20454545,0.836363636,2.290909091,0.326969557,8.294695632,9.91045,17.49405744,5.865281799,8.623019772,87.96039604,34.39125493,0.004545455,0.168181818,0,0.040909091,0.009090909,0.279545455,0.004545455,0.040909091,0.013636364,0.543181818,0.227272727,0.561363636,0,363.6,0.77275,0.363654545,1.136404545,0,0,0,0,0,0.77275,0,0,0.363654545,0,0,3.02530253,0.550055006,0,0.326732673,0.00023002,0.183168317,0.00012895,0,0,0,0.045454545,0,0,0.954545455,0,0.002272727,0.061363636,0.223863636,0.161363636,0.629545455,0.143181818,0.002272727,0.285227273,0.063636364,0.2875,0.790909091,0.225,1.078409091,0.045454545,0.545454545,0.5,0,0,0.055555556,0.169753086,0.055555556,0,138.8941027,11.44407043,-0.05724044,2.032810046,-0.05724044,45.71428571,16.19047619,3.80952381,0,0,0,0,6.666666667,0,43.80952381,0,52.38095238,56.19047619,0,72.36363636,61.51515152,53.72629474,118.914,2,2,51.45624,0.524705242,-0.581945683,0.659941242,-0.717181682,-0.7401173,0.016058621,66.98883776,0.350673192,0.031077092,0.002,0.064356085,1.115378938,0.865042299,-0.922282739,0.047422439,-1.191410384,-2.698970004,-0.455097434,1.826002443,-1.79429174,-1.255272505,0.314398255,72.38095238,0.790909091,0,,,,11.76470588,4.125412541,1.100110011,0.275027503,,,,,,,,0.20125,0.584033613,0.531923857,0.380332478,0.390985676,0.584993273,0.254579005,0.591828,0.00012895,0.183168317,
4/23/2019,1002269,NJS9-0908,2,NJ,9-Jul-13,2013,41.04212,-74.0473,PROB,2,EHIGH,SAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical habitat not collected
4/23/2019,1002270,OKRM-1002,1,OK,9-Jul-13,2013,35.96767,-97.12551,PROB,6,PLNLOW,SPL,WADEABLE,25.40909091,15,0,0,1.604278075,11.76470588,260,CON_BROAD,TERRACE,SINGLE,100,9999,,0,0,0,100,42,70.325,19.05037298,134.5454545,1.054545455,3.5,0,84.65137838,35.9451,176.1656836,22.08545619,139.4346887,49.45,21.18002442,0.027272727,0,0.022727273,0.027272727,0,0.009090909,0,0,0.036363636,0.095454545,0.036363636,0.122727273,0,2574,0.280313636,0.151522727,0.431836364,0.030304545,0.030304545,0,0.030304545,0,0.280313636,0.030304545,0.030304545,0,0,0,5.594405594,2.097902098,0.038850039,1.01010101,7.51E-05,0.807303807,6.00E-05,0.097163947,7.22E-06,0,0.318181818,0,0,0.681818182,0.0625,0.092045455,0.403409091,0.082954545,0.125,0.169318182,0.232142857,0.154545455,0.486363636,0.557954545,0.640909091,0.294318182,0.682954545,0.935227273,0.318181818,0.909090909,0.818181818,0.318181818,0.318181818,0.047222222,,0.047222222,0,95.08613398,1.338412928,-0.603242406,0.46630197,-0.603242406,8.571428571,0,0,0,0,0,0,90.47619048,0.952380952,0,0,99.04761905,99.04761905,0.952380952,100,100,20.20246744,72.29222222,3,0,13.46831163,0.204003288,-0.807245694,0.660351568,-1.263593974,-1.263593974,0.02035462,16.69119687,0.609011176,0.221280545,0.002,0.0090383,1.006879545,0.931229185,-1.534471591,0.002977518,-2.043913237,-2.698970004,-0.215374737,1.22248748,-1.691337004,-1.325853579,0.604850082,99.04761905,0.294318182,0,,,,58,5.788655789,2.214452214,0.038850039,,,,,,,,0.407329545,0.205882353,0.30159617,0.388350512,0.428311919,0.272362217,0.27089048,0.614421887,6.00E-05,0.807303807,
4/23/2019,1002271,AZSS-1106,1,AZ,9-Jul-13,2013,33.89019,-109.472,PROB,2,WMTNS,WMT,WADEABLE,37.45454545,22.5,,,2.272727273,19.51871658,3,CON_BROAD,HILLSLOPE,SINGLE,20,90,,0,0,12,88,48,2.35,1.057554279,4.24,0.51,0.37,0.254077853,5.79457035,0.5771,14.33473167,0.414444828,12.61284369,22.42,12.65085137,0,0.065,0.004545455,0.004545455,0.597727273,0.018181818,0,0.027272727,0.056818182,0.176363636,0.149090909,0.774090909,0,148.5,1.431818182,1.05305,2.484868182,0,0.242427273,0,0,0,1.431818182,0,0.030304545,0.484863636,0,0.295454545,6.060606061,4.713804714,0,2.602693603,0.006138428,2.524579125,0.005954196,0,0,0,0,0,0,1,0,0,0.013636364,0.036363636,0.027272727,0.8,0.097727273,0,0.05,0.013636364,0.05,0.827272727,0.040909091,0.877272727,0,0.727272727,0.090909091,0,0,0.571111111,,0.571111111,0,206.7219142,1.672441145,0.197449547,1.52264819,0.197449547,19.04761905,12.38095238,20.95238095,0,0,0,0,31.42857143,0,28.57142857,0,50.47619048,71.42857143,0,50.09090909,29.6969697,16.68501999,57.93416667,1,0,14.66259332,0.943046789,-0.745597242,1.352303449,-1.154853902,-1.174922568,0.019773577,252.5466641,0.126487636,0.0186192,0.002383177,0.127995691,0.47723,1.34380395,-1.146354403,-0.321272263,-0.892804652,-2.62284363,-0.897951922,2.402341636,-1.703914765,-0.24327939,0.265045442,83.80952381,0.827272727,0,,,,40,12.12121212,6.060606061,0,,,,,,,,0.118409091,0.275668449,0.7130451,0.210795783,0.564266341,0.653996134,0.450023097,0.718150803,0.005954196,2.524579125,
4/23/2019,1002272,NES9-0932,1,NE,8-Jul-13,2013,42.79716,-100.0455,PROB,3,PLNLOW,NPL,WADEABLE,36.36363636,32.5,0,0,31.95187166,72.99465241,3,UNC_NARROW,HILLSLOPE,SINGLE,0,150,,0,0,0,100,2,1.0375,0.288770078,2.222727273,0.867272727,0.867272727,1.209537853,2.93224939,0.20745,8.098944805,0.31644763,4.51510607,15.60666667,11.85476806,0,0,0.197727273,0.129545455,0.152272727,0.359090909,0,0,0,0.686363636,0,0.838636364,0,149,1.5,0,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0.67114094,0,0,0.038926174,0.000175128,0,0,0,0,0,0.727272727,0,0,0.272727273,0.011363636,0.0875,0.096590909,0.346590909,0.022727273,0.653409091,0.065909091,0.098863636,0.443181818,0.195454545,0.542045455,0.676136364,0.218181818,1.218181818,0.727272727,1,0.272727273,0.727272727,0.727272727,0.875238095,1.185714286,0.875238095,0,31.38461336,1.634153839,-0.101620152,0.935260167,-0.101620152,4.761904762,21.9047619,0,0,0,0,0,71.42857143,1.904761905,21.9047619,0,76.19047619,76.19047619,1.904761905,90.36363636,83.93939394,7.015257715,127.2895238,1,1,5.979447851,0.971126938,-1.07274709,1.76153085,-1.863151002,-1.863151002,0.018648983,185.3861968,0.404636473,0.225110593,0.002,0.008884522,0.665170606,2.059656575,-2.161276727,-0.177066951,-2.051365936,-2.698970004,-0.392934973,2.268077395,-1.729344837,-0.057873788,0.608319835,98.0952381,0.676136364,0,,,,98,10.06711409,9.395973154,0,,,,,,,,0.198181818,0.756951872,0.6,0.391499029,0.759596416,0.383134207,0.278332605,1.52541639,0,0,
4/23/2019,1002273,NES9-0921,1,NE,9-Jul-13,2013,42.8028,-100.5568,PROB,2,PLNLOW,NPL,WADEABLE,35.90909091,32.5,0.468181818,0,56.81818182,78.34224599,5,CON_VSHAPED,HILLSLOPE,SINGLE,10,400,,0,0,0,100,3,4.625,1.090569624,7.990909091,0.981818182,2.7,0.275680975,5.782001716,2.1818,10.30512072,0.713433256,3.858389792,46.62,11.39535613,0.368181818,0,0.104545455,0.059090909,0.11,0.1825,0,0.036363636,0.109090909,0.491590909,0.145454545,0.969772727,0,158.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,12.62626263,1.893939394,9.910353535,0.012402035,9.470959596,0.011852168,4.736742424,0.005927664,0.590909091,0.090909091,0,0.227272727,0.090909091,0.232954545,0.188636364,0.340909091,0.220454545,0.104545455,0.484090909,0.203409091,0.421590909,0.561363636,0.7625,0.982954545,0.588636364,0.867045455,1.571590909,0.909090909,1,0.818181818,0.909090909,0.909090909,0.697222222,1.299305556,0.697222222,0,175.0359938,1.64193245,-0.069478804,0.899531931,-0.14591988,0,15.23809524,0,1.904761905,0,0,0,80,2.857142857,15.23809524,0,80,80,2.857142857,91.09090909,92.12121212,14.92566343,52.64044444,1,0,13.41802066,1.347634061,-1.417112866,1.789326133,-1.858804937,-1.858804937,0.019130337,211.9426733,0.519682003,0.168325888,0.002,0.011881714,0.941211818,2.058506773,-2.127985578,-0.026312628,-1.92512092,-2.698970004,-0.284262323,2.326218408,-1.718277378,-0.156628779,0.552141391,95.23809524,0.588636364,1.904761905,,,,97,23.35858586,14.52020202,1.893939394,,,,,,,,0.490170455,0.805080214,0,0.733492078,0.244430633,0.287816831,0.235798838,0.326992967,0.011852168,9.470959596,
4/23/2019,1002274,MTR9-0913,1,MT,9-Jul-13,2013,47.01519,-108.165,PROB,5,PLNLOW,NPL,WADEABLE,41.36363636,45,0.022727273,0,0.401069519,18.18181818,17,CON_BROAD,TERRACE,SINGLE,80,2003,,0,0,0,100,46,8.865,3.066160809,17.5,1.018181818,2.227272727,0.77857679,9.106276988,8.96755,11.10713986,7.575125773,5.213043582,91.91,45.54276379,0,0.004545455,0,0,0,0.040909091,0,0.004545455,0,0.05,0.009090909,0.05,0,792,1.075768182,0.462140909,1.537909091,0.030304545,0.098486364,0,0,0,1.075768182,0,0,0.33335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002380952,0.019047619,0.022727273,0.656818182,0.204545455,0,0.021428571,0.002380952,0.021428571,0.679545455,0.025,0.7,0,0.19047619,0.045454545,0,0,0.055694444,0.032395833,0.055694444,0,40.62661188,1.780066283,-0.906421766,1.879780423,-1.139371604,68.57142857,12.38095238,10.47619048,0,0,0,0,0,0,20.95238095,4.761904762,68.57142857,79.04761905,0,85.81818182,86.66666667,61.03278323,173.8572222,6,4,54.86785563,0.544865214,-1.45128698,0.724080629,-1.630502395,-1.6362363,0.022970516,10.0856796,0.436480623,0.0416463,0.002,0.048023473,1.259233182,0.805726592,-1.712148358,0.100106159,-1.318546432,-2.698970004,-0.360035032,1.003705167,-1.638829249,-1.254188124,0.346624143,91.42857143,0.679545455,4.761904762,,,,54,0,0,0,,,,,,,,0.11125,0.263636364,0.605974854,0.226087433,0.495514784,0.596973731,0.345872624,0.844726349,0,0,
4/23/2019,1002275,VTS9-0910,1,VT,9-Jul-13,2013,43.04999,-72.72147,PROB,2,EHIGH,NAP,WADEABLE,20.90909091,15,0,0,93.5828877,97.59358289,6,CON_VSHAPED,HILLSLOPE,SINGLE,50,20,,0,0,87.27272727,12.72727273,4.545454545,3.82,1.688225478,6.463636364,0.422727273,0.759090909,0.253789462,12.14110326,0.73635,23.88712933,0.430357413,17.16354828,18.73636364,7.404037174,0,0.122727273,0.068181818,0.009090909,0,0.036363636,0,0.018181818,0.013636364,0.268181818,0.154545455,0.268181818,64.54545455,184,0.272740909,0.803054545,1.075795455,0,0.136363636,0,0,0.212131818,0.272740909,0,0,0.36365,0,0.090909091,3.804347826,1.630434783,0,0.669021739,0.001035055,0.542934783,0.000839983,0,0,0,0.636363636,0,0.363636364,0,0.034090909,0.426136364,0.272727273,0.031818182,0.095454545,0.35,0.488095238,0.460227273,0.304545455,0.732954545,0.764772727,0.445454545,0.828409091,1.210227273,1,1,1,1,1,5.076086957,5.280208333,5.076086957,0,153.874852,1.312550354,1.110610771,1.596810958,1.110610771,12.38095238,22.85714286,11.42857143,0,0,0,0,13.33333333,0,62.85714286,0,25.71428571,37.14285714,0,63.18181818,54.09090909,6.077846973,27.70618182,0,0,3.457123966,1.813904931,-0.70329416,2.299714849,-1.189104077,-1.232108362,0.027770899,5619.493447,0.244088822,0.23319538,0.004578062,0.019631871,0.396559091,2.43060751,-1.319996739,-0.40169209,-1.707038314,-2.339318372,-0.612452109,3.749697169,-1.556410068,0.705529053,0.615516899,60,0.445454545,0,,,,8.181818182,5.434782609,2.173913043,0,,,,,,,,0.472784091,0.978342246,0.518256966,0.606256445,0.395169379,0.184514137,0.441943842,0.584446816,0.000839983,0.542934783,
4/23/2019,1002276,OHS9-0914,2,OH,9-Jul-13,2013,40.70663,-80.79918,PROB,1,EHIGH,SAP,WADEABLE,46.83333333,46.5,2.7575,0,94.11764706,98.03921569,2,CON_BROAD,TERRACE,SINGLE,100,5000,Y,0,0,28.33333333,71.66666667,28.33333333,1.315,0.363030177,1.825,0.285,0.72,0.128257553,4.110010334,0.226066667,17.24314188,0.150892071,28.42463419,18.9,6.60944368,0,0,0.033333333,0.033333333,0,0.05,0,0.041666667,0,0.158333333,0.041666667,0.158333333,0,160,0.861125,1.958425,2.81955,0.33335,0.569466667,0,0,0.33335,0.472225,0.222233333,0,0.500025,0.3889,0,1.25,0,0,0.0725,0.00039726,0,0,0,0,0,0.916666667,0,0,0.083333333,0.122916667,0.1125,0.083333333,0.072916667,0.041666667,0.875,0,0.235416667,0.15625,0.31875,0.391666667,0.916666667,0.360416667,1.308333333,0.916666667,0.833333333,0.5,0.833333333,0.833333333,0.225,0.295688538,0.225,0,176.6606899,1.267653193,0.026603908,1.310137297,0.026603908,26.66666667,5,68.33333333,0,0,0,0,0,0,5,0,26.66666667,95,0,43,35,10.47449488,27.65,0,0,9.764359634,0.464334894,-0.437730986,0.762554598,-0.735950689,-0.735950689,0.016412554,85.9426879,0.064238292,0.009063728,0.002409024,0.265787328,0.3081,0.725920845,-0.699316937,-0.511308302,-0.575465728,-2.618158861,-1.192206013,1.934208932,-1.784823841,-0.647817482,0.20849819,100,0.916666667,0,,,,43.33333333,1.25,0,0,,,,,,,,0.2621875,0.982352941,0.738189054,0.407026274,0.349706015,0.516632785,0.276068575,0.667467136,0,0,
4/23/2019,1002277,MNRM-1003,1,MN,8-Jul-13,2013,44.56766,-92.48587,PROB,8,PLNLOW,UMW,BOATABLE,,,,,,41.57754011,,CON_BROAD,HUMAN,ANASTOM,60,4500,Y,0,0,0,100,0,344.5,86.93707814,810,1.02,1.125,0.353553391,111.9547059,2034.722222,53.73921745,576.8192476,14.29643112,670.1886792,117.8132593,0.081818182,0,0.095454545,0.113636364,0.063636364,0.095454545,0.079545455,0.004545455,0.095454545,0.404545455,0.179545455,0.629545455,0,4070.229442,0,0.650808874,0.650808874,0.287886364,0,0,0,0.075759091,0,0.075759091,0,0.060609091,0,0.150795238,8.333333333,4.444444444,0.555555556,33.03,0.03303,28.95833333,0.028958333,6.554444444,0.006554444,0,1,0,0,0,0.264772727,0.404545455,0.326136364,0.1625,0.431818182,0.243181818,0.138636364,0.669318182,0.488636364,0.995454545,1.157954545,0.675,1.427272727,1.832954545,1,1,1,1,1,0.006189325,0.006189325,,0,,,-0.476914527,0.1650515,,1,,,,,0,,99,,,,100,,,,,129.0605953,390.711088,6,4,103.513027,0.453530947,-0.930445474,0.448237541,-0.925152068,,0.019976784,18.04651831,5.019226415,1,0.002,0.001479136,5.019226415,0.972875004,-1.449789531,0.700636787,-2.829991773,-2.698970004,0.700636787,1.256393426,-1.699474431,-2.208356712,1,100,0.675,0,med,0.454545455,0,100,13.33333333,6.111111111,1.111111111,0,0,36.36363636,81.81818182,81.81818182,31.81818182,77.27272727,0.742272727,0.474197861,0.394236356,0.597414051,0.175791181,15.44535594,0.252357266,0.283487958,0.03303,108.56,
4/23/2019,1002278,TXR9-0915,1,TX,9-Jul-13,2013,31.76248,-100.1405,PROB,6,PLNLOW,SPL,WADEABLE,18.45454545,8,0.006818182,0,1.470588235,73.52941176,20,UNC_NARROW,TERRACE,SINGLE,100,75,,0,0,7,93,93,19.825,6.691540221,20.17272727,0,2.136363636,1.025936379,64.3476912,6.5183,76.28957889,3.795393622,61.72781859,31.2,14.39065353,0.086363636,0.004545455,0.045454545,0.022727273,0.213636364,0.104545455,0,0.004545455,0,0.181818182,0.009090909,0.481818182,0,594,0.636395455,0,0.636395455,0,0,0,0,0,0.636395455,0,0,0,0,0,0.336700337,0,0,0.01952862,9.68E-06,0,0,0,0,0,0,0,0.909090909,0.090909091,0.092045455,0.232954545,0.263636364,0.445454545,0.034090909,0.230681818,0.101136364,0.325,0.709090909,0.588636364,1.034090909,0.264772727,0.622727273,1.298863636,0.863636364,1,0.681818182,0.863636364,0.863636364,0.022592593,,0.022592593,0,161.385283,1.007377361,0.337016264,2.005092783,-0.022516234,36.19047619,31.42857143,16.19047619,9.523809524,0,0,0,0,0,38.0952381,0,36.19047619,52.38095238,0,76.72727273,79.54545455,16.40619439,45.18388889,0,0,13.58896909,-0.316188764,0.653205027,-0.564606327,0.901622591,0.898755638,0.016129722,45.15451588,0.02435327,0.001731681,0.00324709,1.875107981,0.2028,-0.685983031,1.022999294,-0.692932049,0.273026282,-2.488505718,-1.613442716,1.65470119,-1.792373116,-1.646033929,0.120085158,83.80952381,0.264772727,9.523809524,,,,0,0.505050505,0,0,,,,,,,,0.380227273,0.761764706,0.388900771,0.561468353,0.461238895,0.435543881,0.337530402,0.582267404,0,0,
4/23/2019,1002279,OKRM-1008,1,OK,8-Jul-13,2013,34.22702,-95.49317,PROB,6,EHIGH,SAP,BOATABLE,,,,,,59.89304813,82,CON_BROAD,TERRACE,SINGLE,100,9999,Y,0,0,0,100,59,79.81818182,5.492143149,81.81818182,0.818181818,2.627272727,0.536825687,17.88399405,317.5,22.06439106,79.7805323,10.33937597,431.6,100.7017799,0,0.009090909,0.040909091,0.009090909,0,0.022727273,0,0,0.031818182,0.113636364,0.040909091,0.113636364,0,3231.448103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.181818182,0.454545455,0,4.177727273,0.004177727,1.322272727,0.001322273,0,0,0,1,0,0,0,0.293181818,0.639772727,0.3375,0.493181818,0.204545455,0.372727273,0.028571429,0.932954545,0.830681818,1.270454545,1.763636364,0.577272727,1.475,2.340909091,1,1,1,1,1,0.031620553,0.031620553,,0,,,2.102059991,0,,0,,,,,0,,0,,,,0,,,,,103.6700434,331.4871432,8,7,87.56806442,0.970741468,1.131318523,0.964063853,1.137996139,,0.028594363,12615.51366,3.337218182,1,0.00482361,0.004229506,3.337218182,1.348194131,0.75386586,0.523384601,-2.373710403,-2.316627833,0.523384601,4.100904938,-1.543719571,-1.500030539,1,0,0.577272727,0,stp,4.909090909,0,41,3.181818182,0.454545455,0,0,0,27.27272727,100,100,40.90909091,81.81818182,0.76375,0.639037433,0,0.787334304,0.233322011,20.28917155,0.068808172,0.251277267,0.004177727,8.355454545,
4/23/2019,1002280,ARR9-0904,1,AR,9-Jul-13,2013,35.67817479,-93.74408948,PROB,5,EHIGH,SAP,WADEABLE,49.77272727,50,0,0,12.03208556,70.58823529,50,CON_VSHAPED,BEDROCK,ANASTOM,100,250,Y,0,0,7,93,74,29.12,10.55140799,41.90909091,0.810909091,1.431818182,0.816171773,29.35081178,33.15385,40.69154603,24.57908651,26.53856126,104.87,73.84144288,0,0.004545455,0.009090909,0,0.111363636,0.004545455,0,0,0,0.018181818,0.004545455,0.129545455,0,1000,0.060609091,0.530327273,0.590936364,0.030304545,0.045454545,0,0,0.303045455,0.060609091,0.151522727,0,0,0,0,2.8,1,0.1,2.8998,0.000691926,2.7954,0.000667015,2.262,0.00053974,0,0.909090909,0,0.090909091,0,0.527272727,0.204545455,0.6375,0.107954545,0.460227273,0.359090909,0.217045455,0.731818182,0.745454545,1.369318182,1.477272727,0.819318182,1.829545455,2.296590909,1,1,1,1,1,0.1589,0.190977444,0.1589,0,340.2894535,1.079162403,1.81902279,1.708959768,1.545803457,13.33333333,16.19047619,1.904761905,0,0,0,0,0,0,84.76190476,12.38095238,13.33333333,15.23809524,0,47.63636364,47.87878788,78.56053679,258.833,4,4,69.03804748,1.057465737,0.761557053,1.104199586,0.714823203,0.666085013,0.028279251,8869.929393,0.491575777,0.067261472,0.005494187,0.081684012,1.208745909,1.222366966,0.596655824,0.082335017,-1.087862938,-2.260096568,-0.308409526,3.947920163,-1.548532096,-0.798876103,0.406682474,31.42857143,0.819318182,12.38095238,,,,19,5.8,2.8,0.8,,,,,,,,0.923295455,0.735294118,0.371439347,0.752863646,0.704123609,0.658320277,0.362342307,0.741364472,0.000667015,2.7954,
