nrsa_survey,UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,LAT_DD83,LON_DD83,COMID,GrazingHabitatCat,GrazingHabitatWs
nrsa0809,10958,NRS_CA-10806,FW08CA044,1,2008,41.48963,-120.6046,948020862,44125.37723,15157.16687
nrsa0809,11079,NRS_CO-10133,FW08CO001,1,2008,37.36588,-108.5933,3262587,5927.864693,4942.712271
nrsa0809,11081,NRS_CO-10075,FW08CO003,1,2008,39.73088,-108.6747,5312628,541.2959381,533.866901
nrsa0809,11083,NRS_CO-10118,FW08CO006,1,2008,39.64303,-107.711,3175206,2494.777546,931.9852741
nrsa0809,11084,NRS_CO-10042,FW08CO010,1,2008,39.34428,-104.9728,191839,12449.1785,8020.681777
nrsa0809,11085,NRS_CO-10140,FW08CO012,1,2008,39.24138,-104.958,192089,9620.304538,6684.248184
nrsa0809,11086,NRS_CO-10171,FW08CO013,1,2008,37.7972,-103.3775,934818,14144.05546,14239.13256
nrsa0809,11087,NRS_CO-10018,FW08CO014,1,2008,39.89247,-105.0565,228553,3090.448089,6930.617573
nrsa0809,11088,NRS_CO-10113,FW08CO017,1,2008,40.97147,-107.0196,18278757,187.3509539,888.5329092
nrsa0809,11089,NRS_CO-10104,FW08CO019,1,2008,39.38896,-104.8672,191819,5995.500563,8335.315339
nrsa0809,11090,NRS_CO-10069,FW08CO020,1,2008,38.06506,-102.3364,1595563,17644.59852,19864.745
nrsa0809,11798,NRS_CT-10069,FW08CT009,1,2008,41.63415,-72.74884,7700796,4295.039718,6439.823635
nrsa0809,11799,NRS_CT-10080,FW08CT020,1,2008,41.57493,-73.41535,7714150,3207.247408,7075.217387
nrsa0809,9920,NRS_DE-10005,FW08DE001,1,2008,39.35884,-75.67549,4653422,15720.88277,12794.44707
nrsa0809,9922,NRS_DE-10012,FW08DE008,1,2008,38.82969,-75.64628,8391198,25567.89197,25567.89197
nrsa0809,10842,NRS_DE-10017,FW08DE013,1,2008,39.73029,-75.598,4651294,5866.482236,8694.741269
nrsa0809,11318,NRS_DE-10018,FW08DE014,1,2008,38.66814,-75.56031,8392388,15344.74252,17350.24834
nrsa0809,9923,NRS_DE-10019,FW08DE015,1,2008,38.82241,-75.4304,8077662,21676.2365,21676.2365
nrsa0809,9924,NRS_DE-10025,FW08DE021,1,2008,39.70279,-75.69404,4651360,4968.020776,5636.205674
nrsa0809,11320,NRS_FL-10039,FW08FL013,1,2008,30.84547,-86.46667,896637,21238.53033,21981.91995
nrsa0809,11321,NRS_FL-10042,FW08FL016,1,2008,30.67015,-87.2665,448560,16447.23697,14776.80392
nrsa0809,11322,NRS_FL-10043,FW08FL017,1,2008,30.72718,-85.82575,2242133,569.2788189,12212.47494
nrsa0809,12596,NRS_FL-10051,FW08FL025,1,2008,30.93494,-85.85019,2242019,2733.54232,12986.45301
nrsa0809,11325,NRS_FL-10055,FW08FL029,1,2008,30.58551,-85.8938,2248075,1298.383581,11280.95201
nrsa0809,11326,NRS_GA-10034,FW08GA001,1,2008,34.24605,-84.68609,6497212,3951.54857,2463.66487
nrsa0809,11327,NRS_GA-10023,FW08GA003,1,2008,34.52675,-84.09112,6494660,12055.94059,10909.63972
nrsa0809,11228,NRS_IA-10010,FW08IA002,1,2008,42.97979,-91.67294,13311083,9735.566905,11507.98412
nrsa0809,11230,NRS_IA-10016,FW08IA004,1,2008,40.8288,-95.20485,3701598,8503.38026,11371.32752
nrsa0809,11232,NRS_IA-10022,FW08IA005,1,2008,42.99357,-95.07848,14621764,17483.36966,9472.197762
nrsa0809,11233,NRS_IA-10008,FW08IA008,1,2008,42.70252,-91.92311,6947598,28422.58065,19293.29656
nrsa0809,11234,NRS_IA-10049,FW08IA009,1,2008,42.76793,-92.3559,7017203,21472.69625,15057.95173
nrsa0809,11235,NRS_IA-10033,FW08IA011,1,2008,40.67347,-95.31218,3701696,8137.697797,10989.46025
nrsa0809,11236,NRS_IA-10052,FW08IA013,1,2008,43.13852,-91.60843,13210986,13892.91878,13410.3798
nrsa0809,11237,NRS_IA-10050,FW08IA014,1,2008,42.21852,-92.74239,22475927,15269.84101,15234.94511
nrsa0809,11238,NRS_IA-10025,FW08IA016,1,2008,40.87134,-94.9103,2500595,14991.70418,12214.45284
nrsa0809,11239,NRS_IA-10053,FW08IA017,1,2008,42.5608,-90.94029,13325132,9456.925606,11227.73263
nrsa0809,11246,NRS_IA-10076,FW08IA041,1,2008,42.19419,-91.39223,6950508,22158.09045,22158.09045
nrsa0809,11247,NRS_IA-10077,FW08IA042,1,2008,42.80456,-91.53054,13312105,14163.1135,14085.38332
nrsa0809,11249,NRS_IA-10083,FW08IA048,1,2008,41.21823,-93.86451,22252143,9318.107075,12300.77538
nrsa0809,11342,NRS_IA-10087,FW08IA052,1,2008,42.91351,-94.05753,6603368,11214.45648,12186.77273
nrsa0809,11251,NRS_IA-10090,FW08IA055,1,2008,40.6879,-93.96833,5137309,12162.18548,13242.2706
nrsa0809,12820,NRS_ID-10079,FW08ID003,1,2008,46.86032,-116.039,23630682,6510.313374,8176.539936
nrsa0809,12830,NRS_ID-10061,FW08ID004,1,2008,45.07921,-116.0948,24177529,4977.029358,5717.270284
nrsa0809,12832,NRS_ID-10089,FW08ID005,1,2008,42.9098,-112.3271,23156470,18296.94891,14145.54575
nrsa0809,12833,NRS_ID-10115,FW08ID006,1,2008,42.0073,-115.2197,23284675,17155.73687,9171.109832
nrsa0809,12834,NRS_ID-10055,FW08ID007,1,2008,45.02325,-114.4462,23533481,1137.654355,1137.654355
nrsa0809,12841,NRS_ID-10192,FW08ID008,1,2008,42.04746,-114.4203,23196240,20676.36986,16339.0222
nrsa0809,11106,NRS_IL-10016,FW08IL006,1,2008,37.52548,-89.18786,1837075,1304.224053,1269.958071
nrsa0809,11118,NRS_IL-10050,FW08IL024,1,2008,37.85242,-89.19183,13785746,17580.61857,18444.06824
nrsa0809,11120,NRS_IL-10054,FW08IL028,1,2008,37.85027,-89.33574,13785708,19633.44306,16811.78678
nrsa0809,11121,NRS_IL-10055,FW08IL029,1,2008,40.06322,-90.30727,13608862,23453.92897,14328.0443
nrsa0809,11123,NRS_IL-10057,FW08IL031,1,2008,41.51647,-90.30616,10608888,21528.77698,12488.22262
nrsa0809,11124,NRS_IL-10062,FW08IL036,1,2008,40.15377,-89.67551,13554837,14050.96305,14953.72792
nrsa0809,11125,NRS_IL-10064,FW08IL038,1,2008,42.49488,-89.26561,13426433,4090.485629,11184.27328
nrsa0809,11175,NRS_IN-10015,FW08IN002,1,2008,39.41489,-86.00842,18461820,13279.54602,9794.838904
nrsa0809,11176,NRS_IN-10016,FW08IN003,1,2008,40.07581,-84.84431,3984064,13451.54185,14901.08055
nrsa0809,11177,NRS_IN-10009,FW08IN004,1,2008,41.09378,-85.80107,18498560,10639.98745,10639.98745
nrsa0809,11180,NRS_IN-10021,FW08IN005,1,2008,40.76093,-84.98839,15672757,16807.72325,16807.72325
nrsa0809,9928,NRS_IN-10031,FW08IN013,1,2008,41.67527,-86.07586,12265034,2810.167834,12280.41899
nrsa0809,11186,NRS_IN-10032,FW08IN014,1,2008,40.31739,-87.30045,10205701,11137.74933,13813.42591
nrsa0809,11187,NRS_IN-10033,FW08IN015,1,2008,40.90641,-86.71153,18490834,13300,14136.05424
nrsa0809,11189,NRS_IN-10035,FW08IN017,1,2008,41.15722,-86.58539,18487754,30963.30275,13065.80917
nrsa0809,11191,NRS_IN-10038,FW08IN020,1,2008,41.17254,-87.38959,13437933,9557.933194,9652.669002
nrsa0809,11195,NRS_IN-10043,FW08IN025,1,2008,41.66737,-85.942,12261122,4752.433151,12113.61706
nrsa0809,11197,NRS_IN-10047,FW08IN029,1,2008,41.60258,-86.11116,12264588,13626.74565,13626.74565
nrsa0809,11199,NRS_IN-10051,FW08IN033,1,2008,41.1726,-86.51701,18487638,27990.38462,12769.49896
nrsa0809,13211,NRS_KS-10008,FW08KS003,1,2008,37.39528,-98.92628,21012349,32931.47208,30381.54771
nrsa0809,10002,NRS_KS-10007,FW08KS005,1,2008,38.19893,-95.42768,10125204,22273.69956,22361.08124
nrsa0809,10003,NRS_KS-10011,FW08KS006,1,2008,37.47702,-98.36534,20983869,34834.48276,24372.80129
nrsa0809,10828,NRS_KS-10061,FW08KS033,1,2008,37.9745,-101.788,21249994,17360.78067,16107.16183
nrsa0809,10006,NRS_KS-10064,FW08KS036,1,2008,37.99323,-99.32134,22082845,16634.64991,15868.61263
nrsa0809,10007,NRS_KS-10067,FW08KS039,1,2008,39.01571,-95.84061,3646540,20357.20562,15099.07867
nrsa0809,12197,NRS_KS-10068,FW08KS040,1,2008,37.85232,-97.94179,21160591,33780.12422,16129.60266
nrsa0809,12200,NRS_KS-10071,FW08KS043,1,2008,38.7064,-95.80727,10115436,22076.27907,28688.47895
nrsa0809,NA,NRS_KY-10044,FW08KY029,1,2008,37.22122,-88.92693,1839935,0,10089.75109
nrsa0809,NA,NRS_KY-10047,FW08KY032,1,2008,37.82504,-87.15127,10110367,9841.377638,9328.719199
nrsa0809,12365,NRS_LA-10040,FW08LA006,1,2008,31.1524,-92.809,15083581,21860.6357,16853.37699
nrsa0809,12371,NRS_LA-10082,FW08LA014,1,2008,32.78465,-91.95737,19474563,24957.91608,18762.18542
nrsa0809,12381,NRS_LA-10097,FW08LA029,1,2008,31.37416,-92.56085,19919288,14782.38487,15700.08369
nrsa0809,12382,NRS_LA-10098,FW08LA030,1,2008,32.71238,-92.27882,15222340,37754.62185,11335.20555
nrsa0809,12384,NRS_LA-10100,FW08LA032,1,2008,31.7433,-91.57782,19280778,21573.05795,16065.99755
nrsa0809,12385,NRS_LA-10101,FW08LA033,1,2008,31.39441,-91.80343,19374362,8145.776232,14343.42033
nrsa0809,12502,NRS_LA-10104,FW08LA036,1,2008,30.75506,-91.59552,19085477,8091.728679,14690.66634
nrsa0809,12387,NRS_LA-10105,FW08LA037,1,2008,31.81473,-93.05754,19918026,15506.08658,15884.52206
nrsa0809,11465,NRS_LA-10112,FW08LA044,1,2008,32.31668,-90.90508,19266232,9589.191251,14692.19786
nrsa0809,12503,NRS_LA-10119,FW08LA051,1,2008,30.20902,-91.04197,25732008,7034.683914,14689.79871
nrsa0809,12504,NRS_LA-10120,FW08LA052,1,2008,30.74231,-91.36273,19085479,6667.252267,14690.02996
nrsa0809,12505,NRS_LA-10130,FW08LA067,1,2008,30.0469,-90.54005,19086179,9232.058288,14689.56551
nrsa0809,12506,NRS_LA-10131,FW08LA068,1,2008,30.50566,-91.25907,19085519,9311.89927,14690.1958
nrsa0809,12507,NRS_LA-10132,FW08LA070,1,2008,29.93991,-90.00287,22814383,916.3346614,14687.77058
nrsa0809,11457,NRS_LA-10140,FW08LA088,1,2008,31.53964,-91.45261,19268286,3820.386378,14697.42298
nrsa0809,11458,NRS_LA-10144,FW08LA096,1,2008,31.63062,-91.39925,938060154,4832.250755,14697.45146
nrsa0809,NA,NRS_LA-10148,FW08LA100,1,2008,30.99722,-91.64245,19269466,1602.395893,14690.97805
nrsa0809,11460,NRS_LA-10150,FW08LA104,1,2008,31.08966,-91.59474,19269168,0,14691.12418
nrsa0809,11455,NRS_LA-10152,FW08LA108,1,2008,32.40964,-90.99592,18061866,6748.895723,14685.5323
nrsa0809,12508,NRS_LA-10161,FW08LA131,1,2008,30.04066,-90.63435,19086185,10250.92572,14689.60335
nrsa0809,12509,NRS_LA-10163,FW08LA134,1,2008,29.87322,-89.90432,22798749,4554.915681,14687.47389
nrsa0809,12510,NRS_LA-10168,FW08LA151,1,2008,29.98097,-90.82047,19088123,8881.045152,14689.66827
nrsa0809,NA,NRS_LA-10169,FW08LA152,1,2008,31.43106,-91.50559,19269130,2914.12116,14696.99858
nrsa0809,12525,NRS_LA-10179,FW08LA167,1,2008,30.1532,-90.99949,19086167,9884.281581,14689.79558
nrsa0809,12512,NRS_LA-10183,FW08LA180,1,2008,30.57489,-91.31237,19085501,3831.338179,14690.18992
nrsa0809,12513,NRS_LA-10184,FW08LA182,1,2008,29.83838,-89.98985,22798749,4554.915681,14687.47389
nrsa0809,12514,NRS_LA-10185,FW08LA195,1,2008,29.99782,-90.46133,22799299,5616.937914,14689.54861
nrsa0809,12515,NRS_LA-10186,FW08LA198,1,2008,29.92105,-89.92791,22798749,4554.915681,14687.47389
nrsa0809,12516,NRS_LA-10187,FW08LA227,1,2008,30.26708,-91.12171,19086949,8034.330639,14689.87365
nrsa0809,12517,NRS_LA-10188,FW08LA228,1,2008,30.83666,-91.52369,19085455,8651.352863,14690.63659
nrsa0809,11718,NRS_MA-10047,FW08MA001,1,2008,42.0905,-71.2976,5867107,8597.798507,10458.27499
nrsa0809,11724,NRS_MA-10053,FW08MA006,1,2008,41.87494,-71.09397,6129881,8673.076923,10200.06148
nrsa0809,11726,NRS_MA-10054,FW08MA007,1,2008,42.81381,-71.001,6745786,4427.245283,7696.3707
nrsa0809,11727,NRS_MA-10060,FW08MA013,1,2008,42.15884,-72.57666,7692197,2891.531894,7760.120213
nrsa0809,11728,NRS_MA-10064,FW08MA017,1,2008,42.20402,-72.59054,6782191,2824.505821,6613.162934
nrsa0809,11732,NRS_MA-10065,FW08MA018,1,2008,41.95756,-70.93361,6126589,10798.85259,10402.87103
nrsa0809,11469,NRS_MD-10013,FW08MD001,1,2008,38.44067,-76.69706,11909178,9155.403121,9926.829921
nrsa0809,11472,NRS_MD-10017,FW08MD002,1,2008,38.82803,-76.98111,22337801,4025.414618,4025.414618
nrsa0809,11491,NRS_MD-10014,FW08MD003,1,2008,39.64269,-78.49872,8431624,1923.019146,1923.019146
nrsa0809,11474,NRS_MD-10011,FW08MD004,1,2008,39.64848,-77.18089,8448522,11503.17339,11503.17339
nrsa0809,11492,NRS_MD-10008,FW08MD005,1,2008,38.27006,-75.27663,8401909,16728.0454,16728.0454
nrsa0809,11476,NRS_MD-10019,FW08MD007,1,2008,39.5967,-79.08394,14363934,2735.217552,4688.930196
nrsa0809,11479,NRS_MD-10024,FW08MD012,1,2008,39.17989,-77.50736,4507412,12446.83897,7971.061432
nrsa0809,11501,NRS_MD-10026,FW08MD014,1,2008,38.65172,-77.12458,22340887,4975.433399,7847.128119
nrsa0809,11482,NRS_MD-10030,FW08MD018,1,2008,38.6158,-77.16856,22341047,1166.989664,7849.736711
nrsa0809,11481,NRS_MD-10032,FW08MD020,1,2008,39.45734,-77.79813,5894782,5983.540303,7709.150082
nrsa0809,11485,NRS_MD-10036,FW08MD024,1,2008,39.18483,-77.48623,4507406,5553.409091,7966.839641
nrsa0809,11806,NRS_ME-10246,FW08ME001,1,2008,45.94507,-69.84799,1701588,10863.42251,10863.42251
nrsa0809,11808,NRS_ME-10240,FW08ME002,1,2008,47.16991,-68.90736,4287419,15293.86591,7000.345718
nrsa0809,11814,NRS_ME-10262,FW08ME003,1,2008,43.4399,-70.5563,5845376,13587.81136,14406.55106
nrsa0809,11815,NRS_ME-10254,FW08ME004,1,2008,44.89178,-70.38442,3323290,5245.686912,6157.246199
nrsa0809,11816,NRS_ME-10251,FW08ME005,1,2008,44.96033,-68.99696,1735618,21615.20737,12916.32673
nrsa0809,11819,NRS_ME-10247,FW08ME006,1,2008,45.88456,-67.86176,5194912,14829.4412,14829.4412
nrsa0809,11820,NRS_ME-10245,FW08ME007,1,2008,45.69044,-70.0993,1023634,18338.67861,12290.49526
nrsa0809,11821,NRS_ME-10243,FW08ME008,1,2008,46.43544,-69.43808,720058,8438.048168,10861.70346
nrsa0809,11823,NRS_ME-10244,FW08ME009,1,2008,46.6377,-67.79621,816563,11194.28189,13169.01731
nrsa0809,11824,NRS_ME-10239,FW08ME010,1,2008,47.11116,-69.01444,4288323,8745.072865,8519.542639
nrsa0809,11825,NRS_ME-10256,FW08ME011,1,2008,44.98341,-69.55645,3320216,7646.610937,10410.42942
nrsa0809,11840,NRS_ME-10277,FW08ME027,1,2008,44.00309,-70.09861,6712643,8723.487179,5801.951523
nrsa0809,11211,NRS_MI-10063,FW08MI037,1,2008,42.33163,-83.00431,10850232,NA,NA
nrsa0809,11200,NRS_MI-10064,FW08MI038,1,2008,42.0642,-85.14744,12255494,8611.038865,12778.54324
nrsa0809,11213,NRS_MI-10067,FW08MI041,1,2008,44.0295,-85.03819,12130714,3394.053464,6831.327407
nrsa0809,11214,NRS_MI-10068,FW08MI042,1,2008,43.32695,-86.00557,12135392,4920.583872,9190.296547
nrsa0809,11215,NRS_MI-10070,FW08MI044,1,2008,43.04412,-84.86365,12232132,10820.66179,15633.30262
nrsa0809,11217,NRS_MI-10072,FW08MI046,1,2008,43.42079,-85.7934,12134936,8566.760213,9036.050394
nrsa0809,11218,NRS_MI-10073,FW08MI047,1,2008,46.88433,-88.53444,11929870,0,6603.31144
nrsa0809,11219,NRS_MI-10074,FW08MI048,1,2008,46.55485,-85.11661,12186645,3739.549135,4348.067527
nrsa0809,11220,NRS_MI-10076,FW08MI050,1,2008,45.0829,-83.49056,12960535,10491.2224,8632.1039
nrsa0809,11221,NRS_MI-10083,FW08MI057,1,2008,43.67563,-85.46991,12133526,4991.849752,8404.100545
nrsa0809,11222,NRS_MI-10084,FW08MI058,1,2008,42.9422,-85.18561,9008281,5766.517875,13812.22561
nrsa0809,11296,NRS_MN-10089,FW08MN049,1,2008,44.34015,-93.9394,4141632,4816.776813,13349.5689
nrsa0809,12711,NRS_MO-10018,FW08MO004,1,2008,37.77833,-91.03217,5057167,9459.377193,6240.902702
nrsa0809,12712,NRS_MO-10025,FW08MO005,1,2008,39.92376,-95.06118,3703114,7988.375286,9384.473181
nrsa0809,12713,NRS_MO-10024,FW08MO006,1,2008,37.88951,-93.7208,7371325,8597.287349,10690.4531
nrsa0809,12714,NRS_MO-10027,FW08MO007,1,2008,38.48031,-93.61434,2333107,13754.08686,16713.77693
nrsa0809,12716,NRS_MO-10032,FW08MO012,1,2008,39.73427,-93.94027,5108252,16151.51225,16359.11935
nrsa0809,12719,NRS_MO-10055,FW08MO035,1,2008,39.20884,-92.5346,5155983,16268.92123,11965.52028
nrsa0809,12721,NRS_MO-10062,FW08MO044,1,2008,37.42968,-93.24451,7390081,16829.99658,16829.99658
nrsa0809,11664,NRS_MO-10074,FW08MO086,1,2008,36.02181,-89.69353,7470420,5327.141497,14178.29241
nrsa0809,11665,NRS_MO-10075,FW08MO102,1,2008,36.5617,-89.39618,7469390,5477.849171,14181.2737
nrsa0809,11666,NRS_MO-10076,FW08MO150,1,2008,36.16988,-89.61058,7470402,8036.261531,14178.70124
nrsa0809,11671,NRS_MO-10077,FW08MO214,1,2008,36.91159,-89.11591,7477806,2625.239464,14180.74956
nrsa0809,11463,NRS_MS-10023,FW08MS006,1,2008,31.26353,-91.60387,19269144,5922.149993,14691.65233
nrsa0809,11464,NRS_MS-10031,FW08MS014,1,2008,31.98291,-91.13958,19268252,11546.27073,14698.88096
nrsa0809,11668,NRS_MS-10036,FW08MS019,1,2008,34.37092,-90.67842,14191031,10987.50707,14183.7233
nrsa0809,NA,NRS_MS-10087,FW08MS070,1,2008,31.36445,-91.4796,19269936,7818.517629,14696.59289
nrsa0809,11669,NRS_MS-10100,FW08MS083,1,2008,33.7759,-91.07395,18055920,8936.373403,14686.48936
nrsa0809,11670,NRS_MS-10111,FW08MS094,1,2008,33.43219,-91.12303,18057758,10215.36676,14686.27882
nrsa0809,11672,NRS_MS-10119,FW08MS127,1,2008,34.60598,-90.58244,14190011,3508.209452,14183.64772
nrsa0809,11673,NRS_MS-10120,FW08MS139,1,2008,34.77069,-90.4627,14189953,11553.41668,14182.18467
nrsa0809,11674,NRS_MS-10121,FW08MS147,1,2008,33.62007,-91.13443,18055956,10172.87153,14686.50692
nrsa0809,11675,NRS_MS-10122,FW08MS191,1,2008,34.18554,-90.8765,14191053,7770.866245,14183.44144
nrsa0809,11676,NRS_MS-10123,FW08MS203,1,2008,34.88724,-90.28323,14189935,8938.168592,14182.33144
nrsa0809,11677,NRS_MS-10124,FW08MS211,1,2008,33.86708,-91.06413,14197799,6203.433635,14109.43166
nrsa0809,11702,NRS_MS-10125,FW08MS238,1,2008,33.10874,-91.15072,18063208,11089.99425,14686.12602
nrsa0809,11502,NRS_MT-10021,FW08MT001,1,2008,46.93089,-110.8698,12421177,3252.138216,3252.138216
nrsa0809,11504,NRS_MT-10145,FW08MT002,1,2008,45.14161,-109.0399,4264568,6873.424474,16259.63669
nrsa0809,11563,NRS_MT-10141,FW08MT004,1,2008,47.49901,-110.7164,12444631,45960.52632,8390.715542
nrsa0809,11507,NRS_MT-10017,FW08MT005,1,2008,45.90723,-113.4809,4222526,523.2466029,586.273692
nrsa0809,11508,NRS_MT-10117,FW08MT007,1,2008,46.68544,-114.559,24319374,7785.283818,5993.312008
nrsa0809,11509,NRS_MT-10083,FW08MT008,1,2008,46.25087,-109.7696,12620920,18534.31305,18596.34512
nrsa0809,11533,NRS_MT-10156,FW08MT013,1,2008,45.91294,-108.4088,7196759,39551.8018,23426.37726
nrsa0809,11511,NRS_MT-10201,FW08MT014,1,2008,47.08178,-111.5943,12416793,12115.84582,7685.351407
nrsa0809,11975,NRS_ND-10152,FW08ND001,1,2008,46.38959,-100.8728,16203718,34041.04847,22584.21734
nrsa0809,11979,NRS_ND-10138,FW08ND003,1,2008,48.06338,-100.9209,14172567,6940.967742,12636.10417
nrsa0809,11980,NRS_ND-10006,FW08ND004,1,2008,47.45974,-96.87662,14145293,14000,12983.86168
nrsa0809,11981,NRS_ND-10008,FW08ND005,1,2008,46.58916,-101.7333,16224157,25272.19626,22482.8944
nrsa0809,11983,NRS_ND-10014,FW08ND006,1,2008,46.90918,-103.5473,14569798,11691.20951,23432.41833
nrsa0809,11961,NRS_ND-10005,FW08ND007,1,2008,48.92109,-98.07485,14414979,3491.071459,13525.43968
nrsa0809,11985,NRS_ND-10056,FW08ND010,1,2008,47.30458,-102.1929,16246991,21375.52804,21017.74661
nrsa0809,11986,NRS_ND-10007,FW08ND012,1,2008,46.03088,-101.6171,21861500,26816.43701,21227.32151
nrsa0809,11987,NRS_ND-10150,FW08ND013,1,2008,46.478,-102.2405,16213846,31279.69762,19721.2101
nrsa0809,11988,NRS_ND-10143,FW08ND015,1,2008,46.9902,-102.8888,16235093,20515.83794,24007.61767
nrsa0809,11989,NRS_ND-10035,FW08ND017,1,2008,47.25585,-101.8084,16248881,30132.56881,20013.16666
nrsa0809,9694,NRS_ND-10120,FW08ND018,1,2008,47.37906,-102.7053,16246771,29549.58555,24234.7961
nrsa0809,12024,NRS_ND-10261,FW08ND022,1,2008,47.16034,-102.0421,16247357,25965.87091,21741.51833
nrsa0809,12016,NRS_ND-10271,FW08ND032,1,2008,46.53464,-100.4418,14482496,40185.50955,26260.42765
nrsa0809,12019,NRS_ND-10274,FW08ND035,1,2008,48.43887,-97.43963,14428870,13122.75263,15470.33924
nrsa0809,12021,NRS_ND-10278,FW08ND039,1,2008,48.11971,-97.17403,14439196,18826.45365,13638.84708
nrsa0809,12022,NRS_ND-10279,FW08ND040,1,2008,46.77582,-101.1706,16223619,15225.15955,21938.18776
nrsa0809,12030,NRS_ND-10283,FW08ND044,1,2008,46.74676,-100.7428,14682348,11663.80182,20139.19107
nrsa0809,12032,NRS_ND-10291,FW08ND052,1,2008,46.32399,-101.8133,16214196,23555.95229,20754.74424
nrsa0809,12033,NRS_ND-10294,FW08ND055,1,2008,47.25021,-96.84413,6696842,23305.41537,8618.855011
nrsa0809,12034,NRS_ND-10295,FW08ND056,1,2008,46.74136,-101.4838,16223641,30612.88344,23476.77024
nrsa0809,12035,NRS_ND-10296,FW08ND057,1,2008,46.92584,-103.5407,14567692,10304.25781,23415.80306
nrsa0809,12036,NRS_ND-10299,FW08ND060,1,2008,46.27687,-101.028,16203260,12112.50796,22240.58501
nrsa0809,12037,NRS_ND-10300,FW08ND061,1,2008,47.84138,-103.9661,21873485,12325.88847,16905.86327
nrsa0809,12041,NRS_ND-10302,FW08ND063,1,2008,46.7078,-96.95316,14828151,14654.67857,8423.289151
nrsa0809,12275,NRS_ND-10318,FW08ND079,1,2008,46.83042,-96.78716,6667869,5949.823764,7744.717141
nrsa0809,12062,NRS_NE-10009,FW08NE001,1,2008,42.62211,-103.7164,16101059,12928.50771,14734.60372
nrsa0809,12063,NRS_NE-10020,FW08NE010,1,2008,41.14421,-101.2123,17431128,69411.76471,14746.06717
nrsa0809,12066,NRS_NE-10024,FW08NE014,1,2008,40.24541,-99.70083,19043411,10949.90712,14169.62914
nrsa0809,12067,NRS_NE-10027,FW08NE017,1,2008,41.25373,-103.6114,17448647,32701.6129,23118.0179
nrsa0809,12070,NRS_NE-10036,FW08NE026,1,2008,42.43359,-103.6993,16068263,15387.01299,15564.02268
nrsa0809,12073,NRS_NE-10055,FW08NE045,1,2008,42.71544,-102.0302,16051700,9126.984127,16227.54137
nrsa0809,11594,NRS_NH-10077,FW08NH014,1,2008,43.43264,-71.65002,6741776,4896.264535,6280.365321
nrsa0809,11595,NRS_NH-10079,FW08NH016,1,2008,42.84932,-72.55309,9332538,3273.782276,6285.51898
nrsa0809,11601,NRS_NH-10080,FW08NH017,1,2008,43.4303,-72.39501,9331302,8842.220944,5763.271889
nrsa0809,11597,NRS_NH-10081,FW08NH018,1,2008,43.25604,-71.6225,6761938,6696.091031,8484.436628
